product_sku,store_code,gross_price,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
SKU-735167,C60,39.22,ZAR,Regular,2024-06-15 13:16:59,2024-07-15 13:16:59,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-735167,CHK,41.57,ZAR,Promo,2025-10-15 10:12:36,2025-10-22 10:12:36,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-735167,CHK,41.57,ZAR,Promo,2025-10-15 10:12:36,2025-10-22 10:12:36,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-243602,SHOP,27.02,ZAR,Promo,2024-04-12 22:09:05,2024-04-19 22:09:05,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-243602,C60,28.64,ZAR,Regular,2025-09-23 19:47:54,2025-10-23 19:47:54,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-429155,SHOP,21.75,ZAR,Regular,2024-12-24 12:38:51,2025-01-24 12:38:51,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-429155,CHK,23.06,ZAR,Promo,2025-09-21 15:42:13,2025-09-28 15:42:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-646472,CHK,45.13,ZAR,Regular,2024-06-27 19:04:23,2024-07-27 19:04:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-646472,SHOP,47.84,ZAR,Regular,2025-11-07 18:24:02,2025-12-07 18:24:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-267453,USV,22.32,ZAR,Promo,2024-01-12 00:27:15,2024-01-19 00:27:15,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-267453,SHOP,23.66,ZAR,Promo,2025-07-03 03:09:28,2025-07-10 03:09:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-853727,C60,13.11,ZAR,Regular,2024-07-07 04:58:17,2024-08-07 04:58:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-853727,USV,13.9,ZAR,Regular,2025-05-12 11:18:04,2025-06-12 11:18:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760884,CHK,22.43,ZAR,Promo,2024-09-04 14:55:13,2024-09-11 14:55:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760884,SHOP,23.78,ZAR,Promo,2025-05-22 08:26:41,2025-05-29 08:26:41,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-493805,CHK,33.59,ZAR,Regular,2024-01-01 04:59:07,2024-02-01 04:59:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-493805,SHOP,35.61,ZAR,Regular,2025-01-13 22:07:49,2025-02-13 22:07:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-308385,C60,33.56,ZAR,Promo,2024-11-19 22:27:25,2024-11-26 22:27:25,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-308385,USV,35.57,ZAR,Promo,2025-11-25 01:18:33,2025-12-02 01:18:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-842805,CHK,90.5,ZAR,Regular,2024-09-04 17:57:17,2024-10-04 17:57:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-842805,USV,95.93,ZAR,Promo,2025-01-07 12:32:26,2025-01-14 12:32:26,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-428701,CHK,27.94,ZAR,Promo,2024-01-16 14:18:54,2024-01-23 14:18:54,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-428701,USV,29.62,ZAR,Promo,2025-06-12 21:16:31,2025-06-19 21:16:31,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-331317,C60,53.19,ZAR,Regular,2024-10-20 14:36:17,2024-11-20 14:36:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-331317,C60,56.38,ZAR,Regular,2025-09-02 06:48:05,2025-10-02 06:48:05,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-877714,C60,30.04,ZAR,Promo,2024-09-17 04:31:07,2024-09-24 04:31:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-877714,CHK,31.84,ZAR,Promo,2025-02-06 05:02:39,2025-02-13 05:02:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-588207,C60,19.05,ZAR,Promo,2024-08-10 00:38:57,2024-08-17 00:38:57,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-588207,SHOP,20.19,ZAR,Regular,2025-02-04 02:23:53,2025-03-04 02:23:53,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-550518,CHK,56.37,ZAR,Promo,2024-10-18 09:39:17,2024-10-25 09:39:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-550518,C60,59.75,ZAR,Regular,2025-11-25 02:30:27,2025-12-25 02:30:27,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-346467,CHK,79.72,ZAR,Promo,2024-11-14 18:39:58,2024-11-21 18:39:58,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-346467,CHK,84.5,ZAR,Promo,2025-12-18 04:33:47,2025-12-25 04:33:47,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-337009,SHOP,25.96,ZAR,Regular,2024-11-15 14:42:31,2024-12-15 14:42:31,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-337009,CHK,27.52,ZAR,Promo,2025-12-09 08:20:09,2025-12-16 08:20:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-572789,CHK,21.31,ZAR,Promo,2024-12-08 04:07:13,2024-12-15 04:07:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-572789,USV,22.59,ZAR,Promo,2025-10-15 00:31:48,2025-10-22 00:31:48,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-488003,SHOP,14.07,ZAR,Regular,2024-02-14 00:01:22,2024-03-14 00:01:22,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-488003,USV,14.91,ZAR,Promo,2025-04-19 12:58:23,2025-04-26 12:58:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-488003,USV,14.91,ZAR,Promo,2025-04-19 12:58:23,2025-04-26 12:58:23,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-750065,CHK,100.0,ZAR,Promo,2024-03-09 23:11:39,2024-03-16 23:11:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-750065,USV,106.0,ZAR,Regular,2025-07-02 13:06:51,2025-08-02 13:06:51,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-281772,SHOP,15.62,ZAR,Promo,2024-03-13 16:13:51,2024-03-20 16:13:51,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-281772,CHK,16.56,ZAR,Promo,2025-06-05 21:23:58,2025-06-12 21:23:58,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-125767,C60,33.26,ZAR,Promo,2024-09-05 00:26:51,2024-09-12 00:26:51,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-125767,USV,35.26,ZAR,Promo,2025-05-28 04:53:45,2025-06-04 04:53:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-465091,C60,14.56,ZAR,Regular,2024-11-06 20:47:56,2024-12-06 20:47:56,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-465091,USV,15.43,ZAR,Regular,2025-12-26 02:44:39,2026-01-26 02:44:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-950968,C60,32.38,ZAR,Promo,2024-10-10 20:31:52,2024-10-17 20:31:52,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-950968,SHOP,34.32,ZAR,Promo,2025-05-16 16:46:03,2025-05-23 16:46:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-651492,SHOP,22.11,ZAR,Promo,2024-03-26 06:38:57,2024-04-02 06:38:57,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-651492,CHK,23.44,ZAR,Regular,2025-08-17 22:25:49,2025-09-17 22:25:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-320410,CHK,36.82,ZAR,Regular,2024-01-20 13:00:39,2024-02-20 13:00:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-320410,USV,39.03,ZAR,Promo,2025-04-17 02:51:11,2025-04-24 02:51:11,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-320410,USV,39.03,ZAR,Promo,2025-04-17 02:51:11,2025-04-24 02:51:11,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-309676,C60,89.53,ZAR,Regular,2024-05-09 07:09:09,2024-06-09 07:09:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-309676,SHOP,94.9,ZAR,Promo,2025-06-21 15:12:08,2025-06-28 15:12:08,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-133077,USV,21.24,ZAR,Promo,2024-11-16 04:35:28,2024-11-23 04:35:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-133077,C60,22.52,ZAR,Promo,2025-08-02 04:18:59,2025-08-09 04:18:59,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-530073,SHOP,112.45,ZAR,Regular,2024-01-04 18:38:33,2024-02-04 18:38:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-530073,SHOP,119.2,ZAR,Promo,2025-12-21 07:28:11,2025-12-28 07:28:11,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-925739,C60,13.33,ZAR,Promo,2024-07-08 03:36:28,2024-07-15 03:36:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-925739,SHOP,14.13,ZAR,Promo,2025-10-15 23:21:33,2025-10-22 23:21:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-802290,C60,19.58,ZAR,Promo,2024-03-14 07:20:29,2024-03-21 07:20:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-802290,SHOP,20.76,ZAR,Regular,2025-03-20 14:14:44,2025-04-20 14:14:44,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-684709,CHK,53.42,ZAR,Regular,2024-06-27 23:27:54,2024-07-27 23:27:54,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-684709,SHOP,56.63,ZAR,Regular,2025-12-04 09:53:18,2026-01-04 09:53:18,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-527089,SHOP,18.52,ZAR,Regular,2024-12-06 11:19:30,2025-01-06 11:19:30,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-527089,USV,19.63,ZAR,Regular,2025-05-01 21:27:16,2025-06-01 21:27:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-386973,USV,15.65,ZAR,Regular,2024-01-06 18:33:50,2024-02-06 18:33:50,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-386973,USV,16.59,ZAR,Promo,2025-10-04 12:34:49,2025-10-11 12:34:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-539295,C60,15.47,ZAR,Promo,2024-05-28 15:09:55,2024-06-04 15:09:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-539295,USV,16.4,ZAR,Regular,2025-01-20 18:51:32,2025-02-20 18:51:32,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-630782,CHK,121.9,ZAR,Promo,2024-03-13 01:39:59,2024-03-20 01:39:59,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-630782,SHOP,129.21,ZAR,Regular,2025-08-16 02:40:39,2025-09-16 02:40:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-973737,SHOP,84.71,ZAR,Regular,2024-05-20 00:12:24,2024-06-20 00:12:24,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-973737,C60,89.79,ZAR,Promo,2025-11-11 08:12:04,2025-11-18 08:12:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-426364,C60,17.58,ZAR,Regular,2024-04-18 03:26:38,2024-05-18 03:26:38,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-426364,USV,18.64,ZAR,Regular,2025-03-05 21:44:49,2025-04-05 21:44:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-483642,SHOP,19.36,ZAR,Promo,2024-11-17 14:20:11,2024-11-24 14:20:11,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-483642,USV,20.52,ZAR,Promo,2025-04-22 02:34:53,2025-04-29 02:34:53,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-999699,USV,42.59,ZAR,Regular,2024-09-04 08:48:17,2024-10-04 08:48:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-999699,USV,45.15,ZAR,Promo,2025-10-15 01:55:13,2025-10-22 01:55:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-526371,CHK,33.05,ZAR,Regular,2024-09-24 08:57:04,2024-10-24 08:57:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-526371,CHK,33.05,ZAR,Regular,2024-09-24 08:57:04,2024-10-24 08:57:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-526371,USV,35.03,ZAR,Regular,2025-07-09 16:47:03,2025-08-09 16:47:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-604352,SHOP,34.76,ZAR,Regular,2024-11-02 02:05:26,2024-12-02 02:05:26,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-604352,SHOP,36.85,ZAR,Promo,2025-06-09 19:47:19,2025-06-16 19:47:19,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-524156,CHK,57.02,ZAR,Regular,2024-12-25 21:28:55,2025-01-25 21:28:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-524156,CHK,60.44,ZAR,Regular,2025-12-04 20:46:07,2026-01-04 20:46:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-941592,SHOP,29.4,ZAR,Regular,2024-03-10 06:09:46,2024-04-10 06:09:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-941592,C60,31.16,ZAR,Regular,2025-03-23 18:41:22,2025-04-23 18:41:22,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-123047,C60,15.22,ZAR,Regular,2024-04-19 13:43:15,2024-05-19 13:43:15,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-123047,C60,15.22,ZAR,Regular,2024-04-19 13:43:15,2024-05-19 13:43:15,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-123047,USV,16.13,ZAR,Promo,2025-09-12 16:22:43,2025-09-19 16:22:43,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-273684,SHOP,33.43,ZAR,Regular,2024-11-08 00:11:37,2024-12-08 00:11:37,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-273684,SHOP,35.44,ZAR,Regular,2025-10-10 14:48:22,2025-11-10 14:48:22,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-694047,CHK,54.19,ZAR,Regular,2024-06-05 06:22:44,2024-07-05 06:22:44,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-694047,USV,57.44,ZAR,Regular,2025-04-14 16:07:24,2025-05-14 16:07:24,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-107023,C60,22.98,ZAR,Regular,2024-05-07 23:32:58,2024-06-07 23:32:58,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-107023,SHOP,24.36,ZAR,Promo,2025-06-11 19:23:03,2025-06-18 19:23:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-879852,CHK,27.59,ZAR,Promo,2024-04-13 05:06:59,2024-04-20 05:06:59,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-879852,C60,29.25,,Regular,2025-11-08 10:34:13,2025-12-08 10:34:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-582402,USV,23.12,ZAR,Regular,2024-01-08 04:59:01,2024-02-08 04:59:01,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-582402,USV,24.51,ZAR,Promo,2025-05-25 20:01:03,2025-06-01 20:01:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-937056,CHK,117.91,ZAR,Promo,2024-12-21 13:55:37,2024-12-28 13:55:37,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-937056,CHK,124.99,ZAR,Promo,2025-11-12 04:32:15,2025-11-19 04:32:15,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-104087,SHOP,85.39,ZAR,Regular,2024-01-20 23:09:06,2024-02-20 23:09:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-104087,SHOP,90.51,ZAR,Regular,2025-09-12 13:04:02,2025-10-12 13:04:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-830771,CHK,79.19,ZAR,Regular,2024-02-21 15:32:29,2024-03-21 15:32:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-830771,CHK,83.94,ZAR,Promo,2025-07-02 16:47:50,2025-07-09 16:47:50,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-346549,SHOP,16.9,ZAR,Regular,2024-12-07 23:51:27,2025-01-07 23:51:27,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-346549,USV,17.91,ZAR,Regular,2025-09-24 12:08:05,2025-10-24 12:08:05,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-799128,SHOP,35.43,ZAR,Promo,2024-04-14 07:19:08,2024-04-21 07:19:08,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-799128,USV,37.56,ZAR,Regular,2025-03-22 17:30:11,2025-04-22 17:30:11,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-758381,USV,29.09,ZAR,Regular,2024-04-28 14:06:00,2024-05-28 14:06:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-758381,C60,30.84,ZAR,Promo,2025-09-27 10:16:53,2025-10-04 10:16:53,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-713333,USV,82.58,ZAR,Promo,2024-12-07 16:28:09,2024-12-14 16:28:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-713333,SHOP,87.54,ZAR,Regular,2025-07-17 14:58:55,2025-08-17 14:58:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-243464,USV,89.52,ZAR,Promo,2024-10-14 06:11:35,2024-10-21 06:11:35,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-243464,USV,94.89,ZAR,Regular,2025-08-09 11:52:02,2025-09-09 11:52:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-243464,USV,94.89,ZAR,Regular,2025-08-09 11:52:02,2025-09-09 11:52:02,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-991951,CHK,18.44,ZAR,Promo,2024-03-22 18:26:10,2024-03-29 18:26:10,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-991951,USV,19.55,ZAR,Promo,2025-07-14 15:09:40,2025-07-21 15:09:40,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-215076,USV,85.64,ZAR,Regular,2024-02-27 03:00:03,2024-03-27 03:00:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-215076,USV,90.78,ZAR,Promo,2025-02-10 01:07:54,2025-02-17 01:07:54,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-666810,SHOP,33.76,ZAR,Promo,2024-05-06 18:02:44,2024-05-13 18:02:44,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-666810,CHK,35.79,ZAR,Regular,2025-04-12 10:49:06,2025-05-12 10:49:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-982218,SHOP,21.46,ZAR,Regular,2024-09-23 02:34:07,2024-10-23 02:34:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-982218,USV,22.75,ZAR,Promo,2025-04-13 03:55:41,2025-04-20 03:55:41,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760711,USV,21.24,ZAR,Promo,2024-11-10 20:21:25,2024-11-17 20:21:25,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760711,CHK,22.52,ZAR,Regular,2025-08-20 17:56:15,2025-09-20 17:56:15,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-516589,SHOP,48.93,ZAR,Regular,2024-01-07 13:28:45,2024-02-07 13:28:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-516589,C60,51.87,ZAR,Promo,2025-07-15 00:10:49,2025-07-22 00:10:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-965801,C60,18.14,ZAR,Regular,2024-03-18 21:40:31,2024-04-18 21:40:31,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-965801,C60,19.23,ZAR,Regular,2025-01-20 15:52:13,2025-02-20 15:52:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-923184,CHK,48.77,ZAR,Promo,2024-01-22 20:09:52,2024-01-29 20:09:52,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-923184,CHK,51.7,ZAR,Regular,2025-06-09 17:29:49,2025-07-09 17:29:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-157671,SHOP,21.89,ZAR,Promo,2024-05-08 11:53:32,2024-05-15 11:53:32,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-157671,USV,23.2,ZAR,Regular,2025-08-28 18:23:04,2025-09-28 18:23:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-256249,USV,18.92,ZAR,Regular,2024-01-25 23:53:47,2024-02-25 23:53:47,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-256249,SHOP,20.06,ZAR,Promo,2025-01-11 19:31:13,2025-01-18 19:31:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-713986,USV,34.45,ZAR,Regular,2024-11-23 17:26:46,2024-12-23 17:26:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-713986,USV,36.52,ZAR,Promo,2025-04-01 12:56:16,2025-04-08 12:56:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-755311,SHOP,33.44,ZAR,Promo,2024-10-22 12:18:28,2024-10-29 12:18:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-755311,CHK,35.45,ZAR,Regular,2025-06-28 11:05:41,2025-07-28 11:05:41,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-980090,SHOP,19.48,ZAR,Promo,2024-12-24 08:29:17,2024-12-31 08:29:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-980090,C60,20.65,ZAR,Promo,2025-09-04 02:00:19,2025-09-11 02:00:19,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-143577,CHK,23.45,ZAR,Promo,2024-10-26 17:46:06,2024-11-02 17:46:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-143577,CHK,24.86,ZAR,Promo,2025-04-05 16:07:23,2025-04-12 16:07:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-527694,USV,86.67,ZAR,Promo,2024-11-15 06:29:06,2024-11-22 06:29:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-527694,USV,91.87,ZAR,Promo,2025-02-18 18:32:50,2025-02-25 18:32:50,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-107196,CHK,31.34,ZAR,Regular,2024-08-17 10:05:33,2024-09-17 10:05:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-107196,USV,33.22,ZAR,Regular,2025-07-16 17:00:22,2025-08-16 17:00:22,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-573492,CHK,14.36,ZAR,Promo,2024-07-09 05:35:42,2024-07-16 05:35:42,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-573492,CHK,15.22,ZAR,Regular,2025-07-04 10:25:13,2025-08-04 10:25:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-113404,SHOP,17.94,ZAR,Regular,2024-05-12 20:46:51,2024-06-12 20:46:51,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-113404,USV,19.02,ZAR,Promo,2025-01-04 01:31:45,2025-01-11 01:31:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-452224,USV,57.73,ZAR,Regular,2024-12-10 09:29:40,2025-01-10 09:29:40,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-452224,CHK,61.19,ZAR,Regular,2025-08-20 04:59:29,2025-09-20 04:59:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-345893,C60,26.94,ZAR,Regular,2024-01-23 00:47:13,2024-02-23 00:47:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-345893,SHOP,28.56,ZAR,Promo,2025-04-08 07:51:46,2025-04-15 07:51:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-604725,C60,20.12,ZAR,Promo,2024-12-08 19:45:03,2024-12-15 19:45:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-604725,USV,21.33,ZAR,Regular,2025-05-11 18:26:44,2025-06-11 18:26:44,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-265917,CHK,128.17,ZAR,Promo,2024-08-24 10:53:01,2024-08-31 10:53:01,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-265917,C60,135.86,ZAR,Regular,2025-04-20 14:32:14,2025-05-20 14:32:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-749541,USV,19.78,ZAR,Promo,2024-05-16 11:45:30,2024-05-23 11:45:30,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-749541,CHK,20.97,ZAR,Promo,2025-10-15 11:45:29,2025-10-22 11:45:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-123069,USV,18.19,ZAR,Promo,2024-09-28 08:04:00,2024-10-05 08:04:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-123069,CHK,19.28,ZAR,Promo,2025-06-06 05:13:47,2025-06-13 05:13:47,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-341541,USV,20.8,ZAR,Promo,2024-07-01 05:51:28,2024-07-08 05:51:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-341541,CHK,22.05,ZAR,Regular,2025-07-27 00:07:23,2025-08-27 00:07:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
