product_sku,product_name,brand,division,category,pack_size,variant,standard_cost,supplier_name,source_system,load_timestamp,batch_id
SKU-477189,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,96.74,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-798696,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,14.19,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-934371,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,23.84,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-727524,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,96.0,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-104712,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,32.08,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-741294,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,41.39,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-896091,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,40.07,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-120570,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,72.96,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-115763,Domestos Thick Bleach,Domestos,Household,Cleaning Supplies,750,,33.07,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-833156,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,29.16,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-373942,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,77.58,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-361685,Clover Low Fat Milk,Clover,Fresh Food,Dairy & Eggs,2,,33.45,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-238263,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,15.17,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-217798,ZZ2 Tomatoes,ZZ2,Fresh Food,Produce,1,,23.01,ZZ2,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-563413,Steakhouse Classic Beef T-Bone Steak,Steakhouse Classic,Fresh Food,Meat & Poultry,1,,137.54,Shoprite House Brand,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-782680,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,29.03,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-165539,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,16.15,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-840582,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,81.15,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-747181,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,15.95,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-464821,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,102.68,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-341520,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,15.83,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-967373,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,30.23,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-574429,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,59.79,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-158441,Albany White Bread,Albany,Fresh Food,Bakery,1,,15.87,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-943164,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,19.51,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-995650,Albany White Bread,Albany,Fresh Food,Bakery,1,,17.21,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-546436,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,20.62,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-333541,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,23.9,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-436256,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-627618,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,15.32,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-271995,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,28.78,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-352972,Freshmark Apples,Freshmark,Fresh Food,Produce,1.5,,27.83,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-828325,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,21.82,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-144503,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,14.22,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-716552,Crystal Valley Plain Yoghurt,Crystal Valley,Fresh Food,Dairy & Eggs,1,,28.42,Lancewood,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-566709,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,13.78,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-909176,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,36.26,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-729315,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,81.41,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-980964,Freshmark Apples,Freshmark,Fresh Food,Produce,1.5,,27.82,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-809675,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,28.98,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-729468,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,59.43,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-812317,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,30.91,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-799201,Simba Smoked Beef Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,18.77,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-406450,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,35.09,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-375156,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,27.19,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-326833,Albany Hot Dog Rolls,Albany,Fresh Food,Bakery,6,,21.13,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-975654,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,28.56,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-495579,Albany Hot Dog Rolls,Albany,Fresh Food,Bakery,6,,22.7,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-338396,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,82.3,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-116080,Sunbake Brown Bread,Sunbake,Fresh Food,Bakery,1,,14.41,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-116080,Sunbake Brown Bread,Sunbake,Fresh Food,Bakery,1,,14.41,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-866559,Freshmark Apples,Freshmark,Fresh Food,Produce,1.5,,22.76,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-821280,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,99.99,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-360808,Simba Smoked Beef Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,16.64,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-420610,Freshmark Apples,Freshmark,Fresh Food,Produce,1.5,,24.54,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-264275,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,31.03,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-651914,Clover Low Fat Milk,Clover,Fresh Food,Dairy & Eggs,2,,33.79,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-709088,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,72.29,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-273451,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,30.41,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-834590,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-443593,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,18.78,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-973698,Domestos Thick Bleach,Domestos,Household,Cleaning Supplies,750,,35.47,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-295164,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,18.73,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-390978,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,17.52,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-849885,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,89.83,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-843067,Sunbake Brown Bread,Sunbake,Fresh Food,Bakery,1,,14.0,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-175092,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,19.84,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-558093,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,77.98,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-611216,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,40.93,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-695137,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,19.49,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-716344,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,15.4,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-445117,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,32.23,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-790927,Coca-Cola Coca-Cola No Sugar,Coca-Cola,Beverages,Drinks & Beverages,2,,,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-591137,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,17.7,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-610475,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,24.28,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-961678,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,24.24,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-209914,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,28.78,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-113389,Albany Hot Dog Rolls,Albany,Fresh Food,Bakery,6,,18.55,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-646969,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,87.01,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-837412,Domestos Thick Bleach,Domestos,Household,Cleaning Supplies,750,,35.12,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-404724,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,14.02,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-910311,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,23.83,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-910311,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,23.83,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-818251,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,78.46,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-529792,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,28.28,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-217666,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,19.43,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-595352,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,22.51,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-530085,Crystal Valley Plain Yoghurt,Crystal Valley,Fresh Food,Dairy & Eggs,1,,29.81,Lancewood,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-721092,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,29.12,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-655528,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,17.56,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-577641,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,102.24,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-342402,Nulaid Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,18,,45.39,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-819870,Clover Low Fat Milk,Clover,Fresh Food,Dairy & Eggs,2,,34.27,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-534648,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,79.44,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-595005,Coca-Cola Coca-Cola No Sugar,Coca-Cola,Beverages,Drinks & Beverages,2,,21.76,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-326093,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,52.07,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-634890,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,97.11,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-769408,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,43.0,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-842908,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-304070,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,75.51,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-406576,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,19.11,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-286796,Albany White Bread,Albany,Fresh Food,Bakery,1,,15.25,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-340769,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,38.92,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-796204,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,97.07,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-985883,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,50.78,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-911562,Crystal Valley Plain Yoghurt,Crystal Valley,Fresh Food,Dairy & Eggs,1,,30.87,Lancewood,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-573707,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,32.95,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-671623,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,37.46,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-753990,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,104.71,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-333768,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,93.87,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-795059,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,103.44,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-712572,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,13.82,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-469464,Albany Hot Dog Rolls,Albany,Fresh Food,Bakery,6,,19.27,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-763296,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,36.79,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-578593,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,29.26,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-744140,Domestos Thick Bleach,Domestos,Household,Cleaning Supplies,750,,34.11,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-462597,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,18.45,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-838388,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,26.01,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-754379,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,84.77,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-847452,Albany Brown Bread,Albany,Fresh Food,Bakery,,,13.54,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-155280,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,99.4,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-165116,Nature's Choice Bananas,Nature's Choice,Fresh Food,Produce,1,,18.51,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-573834,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,24.6,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-371159,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,50.08,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-896994,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,16.68,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-547288,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,101.8,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-726902,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,75.42,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-800235,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,25.26,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-833828,ZZ2 Tomatoes,ZZ2,Fresh Food,Produce,1,,21.91,ZZ2,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-260267,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,19.23,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-302036,Albany Hot Dog Rolls,Albany,Fresh Food,Bakery,6,,19.09,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-678419,Danone NutriDay Plain Yoghurt,Danone,Fresh Food,Dairy & Eggs,1,,36.19,Danone,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-239008,Steakhouse Classic Beef T-Bone Steak,Steakhouse Classic,Fresh Food,Meat & Poultry,1,,122.19,Shoprite House Brand,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-843655,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,90.17,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-985920,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,28.92,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-985920,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,28.92,Mondelez,SAP_ERP,2026-02-24 04:09:54,BATCH-20260224-01
SKU-496890,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,48.06,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-887681,NikNaks Cheese Snacks,NikNaks,,Snacks & Confectionery,135,,15.42,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-984216,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,87.28,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-664924,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,76.77,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-682860,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,94.78,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-289673,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,35.46,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-202422,Steakhouse Classic Beef T-Bone Steak,Steakhouse Classic,Fresh Food,Meat & Poultry,1,,111.77,Shoprite House Brand,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-287547,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,103.68,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-344347,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,53.18,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-344347,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,53.18,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-464246,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,33.87,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-260617,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,35.41,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-550572,Omo Auto Washing Powder,,Household,Cleaning Supplies,2,,103.3,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-847136,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,104.01,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-982226,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,16.32,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-897080,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,24.53,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-107143,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,17.08,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-384908,Albany White Bread,Albany,,Bakery,1,,15.74,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
