order_date,customer_code,product_code,sold_quantity,gross_amount
2024-06-13,CUST-977898,SKU-780832,931,9998.94
2024-07-31,CUST-681122,SKU-912744,423,15938.64
2025-07-12,CUST-406065,SKU-706188,578,9219.1
2024-02-03,CUST-288266,SKU-609284,162,7837.56
2024-06-17,CUST-691738,SKU-471853,690,51667.2
2025-12-15,CUST-111456,SKU-367794,343,8571.57
2025-10-06,CUST-505863,SKU-254689,573,17550.99
2025-10-08,CUST-224501,SKU-100490,915,11089.8
2025-05-14,CUST-164245,SKU-862533,473,11058.74
2025-03-11,CUST-316733,SKU-338828,651,10611.3
2025-07-20,CUST-875069,SKU-428792,839,176122.88
2024-03-14,CUST-421904,SKU-267616,262,3170.2
2025-04-27,CUST-849242,SKU-103774,531,6823.35
2025-06-03,CUST-275551,SKU-977524,256,11635.2
2024-08-20,CUST-135524,SKU-616256,18,474.66
2025-11-06,CUST-275116,SKU-985116,808,16022.64
2025-05-20,CUST-625523,SKU-971157,272,21599.52
2025-09-30,CUST-960058,SKU-760430,812,70018.76
2025-05-25,CUST-221847,SKU-886255,727,56204.37
2025-12-05,CUST-419982,SKU-760430,208,17935.84
2024-06-16,CUST-504617,SKU-895694,640,13504.0
2025-07-30,CUST-681122,SKU-388776,762,33154.62
2024-06-15,CUST-380051,SKU-115626,667,11499.08
2025-08-22,CUST-188740,SKU-375684,389,11864.5
2025-01-20,CUST-405633,SKU-739588,126,2638.44
2025-09-08,CUST-470870,SKU-183315,452,13569.04
2025-06-18,CUST-225893,SKU-117542,988,21676.72
2024-11-28,CUST-618416,SKU-152043,709,19362.79
2024-09-01,CUST-774361,SKU-884277,231,2783.55
2025-02-23,CUST-429950,SKU-380829,196,1419.04
2025-06-18,CUST-260067,SKU-275496,815,164776.7
2025-12-01,CUST-568648,SKU-824428,985,36553.35
2025-10-15,CUST-832187,SKU-392487,433,11487.49
2025-10-30,CUST-827741,SKU-487967,921,50655.0
2024-08-11,CUST-505863,SKU-760430,741,60280.35
2025-11-01,CUST-719493,SKU-944361,945,21149.1
2025-03-28,CUST-542164,SKU-862533,874,20434.12
2025-09-26,CUST-111456,SKU-440849,657,144001.26
2024-11-09,CUST-777375,SKU-561311,744,12796.8
2025-10-15,CUST-896510,SKU-298850,358,12114.72
2025-01-04,CUST-609226,SKU-657754,454,68685.66
2024-02-22,CUST-403434,SKU-415530,776,63810.48
2024-03-20,CUST-210939,SKU-716484,775,19142.5
2025-02-28,CUST-618416,SKU-172989,956,26911.4
2024-09-20,CUST-733299,SKU-782293,458,33479.8
2024-12-07,CUST-816130,SKU-234397,891,8999.1
2024-10-05,CUST-300751,SKU-485660,82,1587.52
2025-02-04,CUST-309518,SKU-870000,984,60752.16
2024-11-03,CUST-275551,SKU-600826,799,20422.44
2024-01-22,CUST-221847,SKU-957650,709,17313.78
2025-01-20,CUST-316733,SKU-583846,68,1234.2
2025-09-17,CUST-562216,SKU-360349,497,22896.79
2025-11-18,CUST-345861,SKU-465018,55,4198.7
2025-08-18,CUST-340708,SKU-208397,534,25738.8
2024-04-29,CUST-992478,SKU-824671,576,8040.96
2024-06-27,CUST-527451,SKU-616256,217,5722.29
2025-04-09,CUST-111233,SKU-317887,225,13063.5
2024-12-08,CUST-419982,SKU-597727,923,71394.05
2025-12-21,CUST-977898,SKU-119440,229,3581.56
2024-01-19,CUST-259249,SKU-108611,640,13811.2
2024-10-02,CUST-135524,SKU-489142,597,13933.98
2024-08-05,CUST-275116,SKU-125267,74,1690.16
2025-09-02,CUST-562216,SKU-899283,28,420.28
2025-01-26,CUST-671935,SKU-933401,225,3804.75
2024-03-31,CUST-548218,SKU-185585,56,2674.56
2025-03-13,CUST-572713,SKU-729831,246,1830.24
2024-07-11,CUST-977898,SKU-313577,15,408.75
2025-04-24,CUST-424539,SKU-171327,749,8778.28
2024-10-18,CUST-556781,SKU-813823,755,14684.75
2025-03-12,CUST-465475,SKU-624817,29,470.38
2024-11-15,CUST-547466,SKU-647665,685,25632.7
2025-04-04,CUST-560126,SKU-718385,936,5157.36
2024-02-25,CUST-619729,SKU-343916,858,12715.56
2025-05-21,CUST-542164,SKU-823064,438,24514.86
2025-07-19,CUST-256522,SKU-824428,413,15326.43
2025-10-26,CUST-393182,SKU-709026,924,36257.76
2024-06-12,CUST-466167,SKU-801567,895,12413.65
2025-04-24,CUST-518158,SKU-344214,328,5438.24
2024-08-20,CUST-927812,SKU-471853,931,69713.28
2024-06-28,CUST-928873,SKU-701473,727,20806.74
2025-01-14,CUST-540465,SKU-200531,746,15442.2
2024-04-02,CUST-345861,SKU-423711,38,2449.1
2024-08-11,CUST-484797,SKU-385865,693,65426.13
2024-10-20,CUST-972086,SKU-185585,161,7689.36
2024-11-13,CUST-960058,SKU-234631,769,11173.57
2025-04-19,CUST-671782,SKU-424530,549,31940.82
2025-10-05,CUST-518158,SKU-241231,834,29356.8
2025-09-23,CUST-514975,SKU-753468,865,45464.4
2025-09-28,CUST-203644,SKU-128000,816,51889.44
2025-11-15,CUST-342534,SKU-846292,364,5569.2
2024-01-07,CUST-352572,SKU-259807,203,2137.59
2025-09-17,CUST-649686,SKU-410044,524,10705.32
2025-07-13,CUST-449359,SKU-408749,876,29188.32
2025-02-01,CUST-342472,SKU-406674,363,7307.19
2025-05-31,CUST-479916,SKU-213023,831,10736.52
2024-12-20,CUST-349898,SKU-867546,984,32432.64
2024-06-03,CUST-629112,SKU-784932,989,106268.05
2024-06-22,CUST-167081,SKU-984733,742,37137.1
2024-01-01,CUST-287569,SKU-411015,915,23478.9
2024-08-07,CUST-832187,SKU-628646,465,8537.4
2025-08-21,CUST-568648,SKU-529989,367,19260.16
2024-04-03,CUST-185190,SKU-325626,456,2430.48
2025-08-16,CUST-504617,SKU-119440,916,14326.24
2024-05-03,CUST-952585,SKU-772229,611,57910.58
2025-05-08,CUST-259249,SKU-224332,465,11931.9
2025-04-02,CUST-762014,SKU-261886,512,17070.08
2025-05-31,CUST-648079,SKU-393273,682,46737.46
2024-03-01,CUST-105144,SKU-905685,929,71059.21
2024-06-18,CUST-209811,SKU-116897,764,9993.12
2025-12-18,CUST-448323,SKU-823064,288,16119.36
2024-10-06,CUST-201908,SKU-392487,105,2628.15
2025-03-12,CUST-380051,SKU-490366,292,10351.4
2024-02-09,CUST-631764,SKU-107998,520,15548.0
2024-05-20,CUST-484797,SKU-462983,726,18650.94
2025-11-22,CUST-105144,SKU-704798,646,18075.08
2025-04-25,CUST-304484,SKU-707946,625,136418.75
2024-12-08,CUST-120960,SKU-616256,568,14978.16
2025-10-04,CUST-518235,SKU-279236,716,68091.6
2024-12-08,CUST-343116,SKU-740530,179,11013.87
2025-05-22,CUST-340708,SKU-519834,993,11071.95
2024-12-20,CUST-629112,SKU-788856,850,47948.5
2024-06-17,CUST-260067,SKU-709626,963,37422.18
2025-08-11,CUST-349540,SKU-373975,861,21206.43
2024-06-08,CUST-374157,SKU-484408,584,9122.08
2024-07-09,CUST-811726,SKU-162265,578,17484.5
2024-01-26,CUST-882820,SKU-549875,807,29479.71
2024-02-29,CUST-827324,SKU-591727,924,24218.04
2024-06-14,CUST-490601,SKU-393273,177,11443.05
2025-09-11,CUST-517592,SKU-706784,374,6978.84
2024-06-26,CUST-693415,SKU-490543,166,4755.9
2024-10-05,CUST-525071,SKU-596562,428,21810.88
2024-01-24,CUST-200534,SKU-132574,620,24483.8
2024-08-16,CUST-832187,SKU-674695,379,18953.79
2024-05-10,CUST-482908,SKU-351454,654,44635.5
2025-07-04,CUST-875069,SKU-946241,261,14448.96
2024-08-04,CUST-936794,SKU-544137,68,2033.2
2024-03-09,CUST-910480,SKU-753348,111,2495.28
2025-06-30,CUST-560126,SKU-213023,764,9870.88
2024-11-08,CUST-889320,SKU-821183,957,144956.79
2024-10-16,CUST-256522,SKU-238246,858,36628.02
2025-03-04,CUST-885127,SKU-788856,802,47951.58
2024-12-28,CUST-972086,SKU-301621,628,3830.8
2024-03-03,CUST-847481,SKU-873353,227,9776.89
2025-05-07,CUST-559960,SKU-584763,747,16590.87
2025-07-22,CUST-666109,SKU-134272,773,5642.9
2025-03-02,CUST-875069,SKU-633316,587,21261.14
2024-05-17,CUST-148257,SKU-710528,612,14994.0
2024-06-26,CUST-542164,SKU-313208,105,649.95
2025-02-17,CUST-999224,SKU-738984,167,5417.48
2025-10-26,CUST-816130,SKU-322754,694,30265.34
2024-09-17,CUST-345861,SKU-873353,193,8312.51
2025-04-17,CUST-609226,SKU-748597,479,9560.84
2025-03-15,CUST-944550,SKU-397873,136,3784.88
2024-01-15,CUST-748792,SKU-660289,830,36752.4
2025-09-05,CUST-403434,SKU-272950,736,105100.8
2024-12-25,CUST-275116,SKU-611040,807,54988.98
2025-11-04,CUST-152430,SKU-846292,237,3626.1
2024-04-28,CUST-775246,SKU-526685,100,1009.0
2025-12-24,CUST-619729,SKU-512306,349,80315.37
2024-03-28,CUST-533259,SKU-853148,558,99151.02
2024-09-18,CUST-555494,SKU-226847,425,20684.75
2025-04-10,CUST-762014,SKU-385865,141,14109.87
2024-05-06,CUST-609226,SKU-846531,388,4671.52
2025-06-13,CUST-673582,SKU-640233,457,36619.41
2024-05-02,CUST-506220,SKU-137986,130,7512.7
2025-11-03,CUST-221031,SKU-795801,700,18291.0
2024-07-11,CUST-448323,SKU-484251,80,657.6
2025-01-02,CUST-736097,SKU-676064,606,35299.5
2024-10-20,CUST-511720,SKU-773515,204,2543.88
2024-01-18,CUST-484797,SKU-531792,379,25847.8
2024-07-04,CUST-119427,SKU-558183,470,4544.9
2025-01-20,CUST-473241,SKU-655792,19,313.69
2024-04-18,CUST-950026,SKU-690774,741,20132.97
2024-02-23,CUST-233948,SKU-740530,32,1968.96
2025-02-06,CUST-525071,SKU-544137,483,15306.27
2024-05-17,CUST-119427,SKU-805266,205,4046.7
2025-10-11,CUST-167081,SKU-570210,296,3149.44
2025-07-06,CUST-342534,SKU-575626,157,3783.7
2024-03-26,CUST-704155,SKU-361029,808,91247.44
2024-02-18,CUST-424539,SKU-261713,761,18081.36
2024-04-18,CUST-454384,SKU-602545,158,3055.72
2024-11-23,CUST-982083,SKU-411015,608,15601.28
2025-05-02,CUST-380051,SKU-232937,122,1237.08
2025-01-12,CUST-135524,SKU-910855,361,10089.95
2024-07-13,CUST-114545,SKU-453129,201,6003.87
2025-05-19,CUST-470870,SKU-700203,78,823.68
2024-09-18,CUST-135524,SKU-429776,729,22161.6
2024-02-09,CUST-374157,SKU-300338,23,441.6
2025-09-23,CUST-514975,SKU-377214,568,13881.92
2025-01-25,CUST-733299,SKU-361042,843,10916.85
2024-10-25,CUST-527451,SKU-278356,637,15109.64
2025-03-07,CUST-929229,SKU-570210,79,840.56
2024-12-28,CUST-489396,SKU-708501,828,18480.96
2024-11-06,CUST-999224,SKU-408749,46,1445.78
2025-11-16,CUST-233948,SKU-356798,935,70368.1
2025-03-26,CUST-698600,SKU-765918,623,5582.08
2025-09-08,CUST-111233,SKU-880851,40,848.4
2024-08-23,CUST-736097,SKU-246398,249,40699.05
2024-09-27,CUST-649686,SKU-317022,404,11913.96
2024-01-12,CUST-290914,SKU-899692,427,10196.76
2025-08-27,CUST-421904,SKU-270853,959,13838.37
2024-11-01,CUST-944550,SKU-930951,411,20204.76
2025-11-14,CUST-800282,SKU-885549,622,48733.7
2025-05-05,CUST-746459,SKU-684353,734,54000.38
2024-06-05,CUST-673084,SKU-221226,595,5985.7
2024-06-29,CUST-167081,SKU-580231,225,9911.25
2025-09-22,CUST-742268,SKU-613134,392,46879.28
2024-04-26,CUST-135524,SKU-637066,451,15275.37
2025-10-12,CUST-279400,SKU-684053,519,9679.35
2024-12-25,CUST-936794,SKU-191394,897,61094.67
2024-05-02,CUST-112503,SKU-509044,24,2464.32
2024-11-05,CUST-342472,SKU-461701,900,6885.0
2024-10-03,CUST-693901,SKU-718385,546,2839.2
2025-04-06,CUST-517592,SKU-710829,724,13763.24
2025-03-13,CUST-622573,SKU-451465,935,51873.8
2024-02-17,CUST-201908,SKU-239453,723,15038.4
2024-10-29,CUST-762014,SKU-957650,655,15995.1
2024-03-24,CUST-910480,SKU-429273,260,2293.2
2024-04-26,CUST-896510,SKU-113463,47,1112.96
2024-07-24,CUST-757111,SKU-598905,188,3259.92
2025-05-01,CUST-518235,SKU-300338,284,5779.4
2024-04-03,CUST-648792,SKU-361042,840,10264.8
2025-07-27,CUST-103165,SKU-919995,725,49474.0
2025-09-05,CUST-561237,SKU-687182,396,10699.92
2024-05-17,CUST-782824,SKU-596562,765,38984.4
2025-10-02,CUST-148257,SKU-313208,354,2325.78
2025-01-25,CUST-316733,SKU-318082,408,11685.12
2025-03-15,CUST-188740,SKU-638425,836,18893.6
2024-09-19,CUST-560126,SKU-654876,200,7868.0
2024-12-06,CUST-609226,SKU-648896,657,36975.96
2025-08-30,CUST-673582,SKU-550904,232,5841.76
2024-06-07,CUST-527451,SKU-862533,290,6394.5
2025-09-22,CUST-197000,SKU-991211,811,11005.27
2025-06-01,CUST-309518,SKU-513472,848,22624.64
2024-11-21,CUST-288304,SKU-221242,852,61420.68
2025-05-06,CUST-340708,SKU-279998,889,7716.52
2025-07-01,CUST-649686,SKU-555219,226,3462.32
2024-11-12,CUST-448323,SKU-376006,491,7477.93
2025-09-24,CUST-762014,SKU-555219,773,11842.36
2025-02-13,CUST-275551,SKU-808370,567,10483.83
2024-04-01,CUST-556781,SKU-637923,544,19502.4
2024-02-17,CUST-227478,SKU-612906,350,13454.0
2024-01-13,CUST-867794,SKU-309188,494,93968.68
2024-04-03,CUST-112503,SKU-549875,69,2520.57
2025-01-12,CUST-870409,SKU-740025,229,12457.6
2025-11-01,CUST-827741,SKU-547739,178,5987.92
2024-09-21,CUST-227478,SKU-753468,385,19088.3
2024-12-24,CUST-197000,SKU-315712,230,4018.1
2024-02-02,CUST-681122,SKU-777317,42,1053.36
2025-05-30,CUST-929229,SKU-452047,550,124102.0
2025-02-02,CUST-224501,SKU-824275,476,4288.76
2024-12-30,CUST-744591,SKU-587562,238,12221.3
2025-07-13,CUST-511720,SKU-290492,275,5445.0
2025-02-09,CUST-681122,SKU-843736,825,31457.25
2025-12-09,CUST-242261,SKU-628646,235,4573.1
2025-01-26,CUST-732792,SKU-308939,520,29525.6
2024-11-09,CUST-698600,SKU-261147,872,23387.04
2025-05-08,CUST-509472,SKU-535417,606,8477.94
2025-10-08,CUST-999224,SKU-645749,708,15448.56
2025-01-26,CUST-522837,SKU-595716,390,29347.5
2025-03-08,CUST-609245,SKU-595716,495,37248.75
2024-12-10,CUST-209811,SKU-934107,965,26691.9
2024-08-21,CUST-529855,SKU-233528,39,1343.55
2024-07-15,CUST-311989,SKU-308756,450,14058.0
2024-07-24,CUST-290319,SKU-183350,980,58310.0
2025-11-10,CUST-849280,SKU-466844,404,4181.4
2025-11-18,CUST-775246,SKU-351216,672,11161.92
2025-06-06,CUST-867794,SKU-873353,278,12690.7
2025-11-09,CUST-582618,SKU-415231,14,710.22
2025-09-21,CUST-762014,SKU-361901,472,29655.76
2024-12-17,CUST-691738,SKU-349947,456,32558.4
2024-05-15,CUST-781821,SKU-487757,506,26109.6
2025-06-06,CUST-473557,SKU-547739,60,2018.4
2024-01-13,CUST-153672,SKU-599351,655,31119.05
2025-10-23,CUST-757111,SKU-116897,718,9958.66
2024-12-20,CUST-419982,SKU-172989,871,23133.76
2024-03-27,CUST-293316,SKU-342871,897,13948.35
2025-03-05,CUST-719493,SKU-686414,671,18325.01
2025-07-17,CUST-405633,SKU-604699,999,5874.12
2025-11-18,CUST-112503,SKU-934603,210,1621.2
2024-03-01,CUST-208968,SKU-819603,235,16762.55
2025-03-12,CUST-490601,SKU-986263,94,4316.48
2024-11-03,CUST-992478,SKU-736735,810,88257.6
2024-12-30,CUST-854076,SKU-331699,20,231.2
2025-10-16,CUST-562216,SKU-963959,706,15962.66
2024-11-05,CUST-914892,SKU-241231,365,12121.65
2025-02-19,CUST-259249,SKU-301408,749,24469.83
2025-07-09,CUST-568648,SKU-709026,748,29351.52
2025-09-20,CUST-487875,SKU-224171,564,11308.2
2024-10-31,CUST-505863,SKU-321470,313,6535.44
2025-11-08,CUST-200534,SKU-624817,118,1913.96
2024-01-22,CUST-631764,SKU-718385,293,1523.6
2025-03-23,CUST-184972,SKU-313208,561,3685.77
2025-08-18,CUST-929229,SKU-687182,840,22696.8
2024-10-19,CUST-139803,SKU-538684,53,11516.37
2025-11-17,CUST-651864,SKU-392379,346,8411.26
2025-03-21,CUST-954756,SKU-714173,102,3998.4
2025-12-22,CUST-421904,SKU-423711,248,16943.36
2024-02-03,CUST-255133,SKU-719505,332,22350.24
2024-07-04,CUST-540465,SKU-821905,495,22091.85
2025-01-18,CUST-742268,SKU-429273,233,2176.22
2025-03-14,CUST-349898,SKU-791392,107,1964.52
2025-04-29,CUST-707168,SKU-544137,277,8778.13
2025-11-17,CUST-470870,SKU-957650,403,10433.67
2024-09-24,CUST-733299,SKU-411015,943,24197.38
2025-07-07,CUST-429950,SKU-892561,912,39918.24
2025-04-23,CUST-560126,SKU-422950,596,13451.72
2024-06-22,CUST-748792,SKU-472415,656,12181.92
2025-05-09,CUST-619729,SKU-472302,55,5850.35
2024-05-27,CUST-138957,SKU-327644,609,17606.19
2025-08-27,CUST-559960,SKU-110792,664,20198.88
2024-04-05,CUST-867794,SKU-734633,674,20381.76
2024-02-20,CUST-742268,SKU-784932,697,74892.65
2025-06-26,CUST-281848,SKU-335080,734,11002.66
2024-12-24,CUST-482908,SKU-597727,305,23591.75
2024-04-26,CUST-875069,SKU-270853,875,11908.75
2025-01-17,CUST-184972,SKU-683896,861,51057.3
2025-08-01,CUST-201908,SKU-795801,609,15913.17
2025-09-23,CUST-770551,SKU-484943,78,4827.42
2025-05-15,CUST-885127,SKU-909770,761,87423.68
2024-03-02,CUST-671935,SKU-521409,837,10864.26
2025-12-15,CUST-320445,SKU-807324,952,22210.16
2025-05-09,CUST-282481,SKU-593695,157,7667.88
2025-02-12,CUST-525071,SKU-366190,916,25913.64
2025-06-08,CUST-832187,SKU-213023,445,5749.4
2024-04-25,CUST-300751,SKU-885511,748,12663.64
2024-04-18,CUST-849280,SKU-490189,289,20559.46
2024-07-27,CUST-152430,SKU-843736,55,1978.35
2024-02-16,CUST-394574,SKU-442635,114,2557.02
2025-02-24,CUST-960058,SKU-408749,523,17426.36
2024-05-29,CUST-854076,SKU-407011,464,9451.68
2025-12-08,CUST-827741,SKU-168733,467,6122.37
2024-10-07,CUST-167081,SKU-221583,633,16299.75
2024-02-16,CUST-148257,SKU-959975,946,10368.16
2025-06-15,CUST-153672,SKU-331699,653,8005.78
2024-04-27,CUST-491857,SKU-808578,949,37599.38
2025-06-13,CUST-221847,SKU-421196,449,22423.06
2024-01-22,CUST-854076,SKU-530111,443,15868.26
2025-03-16,CUST-505863,SKU-367794,161,4023.39
2024-08-21,CUST-882701,SKU-101384,966,158375.7
2025-08-20,CUST-345089,SKU-182403,988,44153.72
2025-09-28,CUST-671782,SKU-285754,533,62718.11
2025-08-28,CUST-484797,SKU-846531,739,9429.64
2025-10-10,CUST-854076,SKU-321040,349,5943.47
2025-05-28,CUST-225893,SKU-647768,450,33556.5
2024-09-06,CUST-827324,SKU-447687,688,12280.8
2024-09-23,CUST-212872,SKU-317529,205,2527.65
2024-12-30,CUST-374157,SKU-344214,859,13434.76
2024-12-13,CUST-343717,SKU-232209,652,14396.16
2024-04-26,CUST-691738,SKU-432687,160,4201.6
2024-11-19,CUST-646694,SKU-221226,493,4959.58
2025-10-18,CUST-436962,SKU-682744,216,1654.56
2024-01-03,CUST-896510,SKU-890973,960,5894.4
2025-03-16,CUST-466167,SKU-616256,258,7211.1
2025-08-29,CUST-203644,SKU-595716,714,53728.5
2024-07-16,CUST-233948,SKU-671756,201,11266.05
2025-02-22,CUST-282481,SKU-286085,551,2435.42
2024-05-11,CUST-578848,SKU-975615,372,38297.4
2025-10-19,CUST-974555,SKU-371419,818,17996.0
2024-02-13,CUST-185190,SKU-921265,390,11879.4
2025-06-01,CUST-311989,SKU-211184,405,16722.45
2025-05-11,CUST-351962,SKU-140283,158,3659.28
2025-08-20,CUST-164245,SKU-934603,793,6121.96
2024-05-19,CUST-203644,SKU-811731,572,14048.32
2024-07-12,CUST-840622,SKU-198146,57,2651.07
2025-01-31,CUST-281848,SKU-147232,444,15189.24
2025-09-28,CUST-977898,SKU-261607,588,30775.92
2024-07-30,CUST-936794,SKU-524328,790,44097.8
2025-01-22,CUST-748792,SKU-213023,586,7571.12
2024-12-04,CUST-733299,SKU-441475,111,3543.12
2024-07-04,CUST-487875,SKU-115626,23,396.52
2024-02-01,CUST-649686,SKU-166712,262,2334.42
2024-08-21,CUST-978371,SKU-836618,282,6559.32
2024-09-07,CUST-646694,SKU-474779,127,6078.22
2025-06-15,CUST-287569,SKU-619794,720,10389.6
2024-05-03,CUST-342534,SKU-793328,169,2240.94
2024-09-10,CUST-673582,SKU-885511,444,7516.92
2024-03-03,CUST-380051,SKU-398612,556,32498.2
2024-01-15,CUST-914892,SKU-641961,214,3700.06
2025-02-07,CUST-649686,SKU-996179,125,4573.75
2024-09-23,CUST-782824,SKU-757485,838,184033.18
2024-07-17,CUST-260067,SKU-636574,594,12497.76
2025-04-17,CUST-201908,SKU-411163,732,20620.44
2025-12-23,CUST-782824,SKU-595716,871,65542.75
2024-07-18,CUST-775246,SKU-696099,779,31401.49
2024-04-14,CUST-646694,SKU-286350,610,7966.6
2025-07-15,CUST-710722,SKU-534365,524,10930.64
2024-08-02,CUST-139803,SKU-851003,998,124460.58
2024-05-30,CUST-746459,SKU-278356,202,4791.44
2024-12-09,CUST-511720,SKU-292547,835,64595.6
2024-11-05,CUST-849242,SKU-674487,76,784.32
2025-07-29,CUST-504707,SKU-424530,657,38224.26
2025-12-27,CUST-166698,SKU-811731,840,21873.6
2024-01-24,CUST-300751,SKU-545414,628,18293.64
2025-11-21,CUST-651864,SKU-380000,209,5160.21
2025-07-15,CUST-504707,SKU-214946,718,7811.84
2024-04-09,CUST-227478,SKU-591806,522,9234.18
2024-10-18,CUST-556174,SKU-892751,228,6780.72
2025-08-13,CUST-448323,SKU-846292,847,12959.1
2024-01-19,CUST-977898,SKU-642865,784,66263.68
2025-10-17,CUST-529855,SKU-607345,803,28948.15
2024-07-02,CUST-757111,SKU-683896,570,31891.5
2025-11-21,CUST-300751,SKU-301752,341,3682.8
2024-10-08,CUST-105144,SKU-541263,651,9647.82
2024-07-29,CUST-293316,SKU-899283,338,4786.08
2024-07-18,CUST-222662,SKU-553516,18,281.16
2025-06-26,CUST-473241,SKU-682744,920,7047.2
2025-02-23,CUST-272753,SKU-946237,110,4341.7
2025-08-26,CUST-484797,SKU-966676,878,36998.92
2024-06-20,CUST-119427,SKU-549484,764,53907.84
2024-04-29,CUST-436962,SKU-414058,927,15981.48
2024-06-10,CUST-556820,SKU-886255,992,72346.56
2025-07-17,CUST-982083,SKU-424530,369,21468.42
2025-04-10,CUST-290319,SKU-985116,21,416.43
2025-10-29,CUST-138957,SKU-826607,97,6048.92
2024-05-24,CUST-533259,SKU-809245,331,3111.4
2024-04-19,CUST-380051,SKU-724203,63,12667.41
2025-09-24,CUST-306552,SKU-759155,64,791.68
2025-10-23,CUST-167081,SKU-140283,190,4400.4
2024-10-14,CUST-287569,SKU-197835,80,12539.2
2024-03-16,CUST-518158,SKU-555458,894,4809.72
2024-06-15,CUST-556781,SKU-902771,350,18063.5
2025-05-06,CUST-597957,SKU-232209,374,8751.6
2024-12-07,CUST-860113,SKU-278819,242,2335.3
2025-10-19,CUST-960058,SKU-484943,634,39238.26
2024-04-11,CUST-536842,SKU-821905,489,21824.07
2024-11-29,CUST-775246,SKU-696099,938,37810.78
2025-04-17,CUST-631764,SKU-499762,81,630.99
2024-09-05,CUST-882820,SKU-960684,511,8329.3
2024-03-20,CUST-454384,SKU-633316,974,33281.58
2025-03-23,CUST-242261,SKU-541197,895,10319.35
2025-02-16,CUST-482908,SKU-455118,816,6307.68
2025-11-26,CUST-197000,SKU-542465,464,11567.52
2024-02-12,CUST-197000,SKU-655792,582,9067.56
2025-01-26,CUST-950026,SKU-463079,314,2150.9
2025-09-13,CUST-733299,SKU-986263,732,33613.44
2024-08-08,CUST-972086,SKU-489142,253,5905.02
2025-08-12,CUST-527451,SKU-140283,602,13942.32
2024-03-27,CUST-311989,SKU-285754,740,82147.4
2024-11-12,CUST-770551,SKU-472302,823,82588.05
2025-07-03,CUST-152430,SKU-116083,457,16374.31
2024-02-04,CUST-536842,SKU-709626,322,12512.92
2024-04-27,CUST-592610,SKU-541770,293,5376.55
2024-07-13,CUST-148257,SKU-484251,466,3830.52
2024-06-09,CUST-648079,SKU-672744,529,96367.93
2024-01-25,CUST-972086,SKU-624817,257,3932.1
2025-01-14,CUST-487875,SKU-657184,216,8052.48
2025-12-11,CUST-882701,SKU-851003,44,5816.8
2024-01-12,CUST-433657,SKU-477814,348,17664.48
2024-03-11,CUST-329701,SKU-133101,850,35623.5
2024-07-29,CUST-648079,SKU-199771,114,6144.6
2025-03-02,CUST-910480,SKU-108611,799,18281.12
2024-09-11,CUST-710722,SKU-648094,431,4529.81
2024-03-26,CUST-288304,SKU-824504,581,37846.34
2025-03-08,CUST-188740,SKU-921265,193,6231.97
2025-12-04,CUST-275116,SKU-234397,756,8089.2
2025-08-28,CUST-974555,SKU-351291,794,54341.36
2024-07-05,CUST-306552,SKU-890973,978,6004.92
2024-03-22,CUST-209811,SKU-393273,807,52172.55
2024-11-28,CUST-548218,SKU-753468,232,11502.56
2024-04-14,CUST-288266,SKU-289036,48,154.56
2024-08-19,CUST-649686,SKU-482332,670,3135.6
2024-06-27,CUST-429950,SKU-514895,979,63742.69
2025-09-15,CUST-429950,SKU-317887,293,17011.58
2025-08-21,CUST-691738,SKU-545414,540,16675.2
2025-07-21,CUST-397533,SKU-967145,31,937.44
2024-09-23,CUST-807167,SKU-655008,745,16024.95
2025-09-03,CUST-473241,SKU-380000,953,23529.57
2025-02-05,CUST-618416,SKU-811731,361,9400.44
2025-06-14,CUST-227478,SKU-628646,22,428.12
2024-09-13,CUST-454384,SKU-682744,605,4368.1
2024-06-19,CUST-300751,SKU-688080,915,24558.6
2024-04-04,CUST-397533,SKU-107998,710,21229.0
2025-06-01,CUST-275116,SKU-113582,164,7570.24
2025-11-15,CUST-473241,SKU-611040,489,35320.47
2024-09-13,CUST-111456,SKU-518902,860,15660.6
2025-10-03,CUST-436962,SKU-551658,394,7123.52
2025-09-28,CUST-742268,SKU-528144,110,2015.2
2024-05-29,CUST-824558,SKU-275745,608,15358.08
2025-08-01,CUST-470870,SKU-275178,324,3933.36
2024-06-30,CUST-429950,SKU-759155,664,7748.88
2024-02-01,CUST-112503,SKU-413586,98,2906.68
2024-04-10,CUST-619729,SKU-960684,727,11850.1
2024-04-20,CUST-671935,SKU-808522,747,25793.91
2024-07-18,CUST-810860,SKU-873353,39,1679.73
2025-01-18,CUST-724220,SKU-545414,770,23777.6
2024-01-27,CUST-954756,SKU-638425,273,5820.36
2025-06-15,CUST-572713,SKU-647665,486,19279.62
2025-12-25,CUST-629112,SKU-502442,385,10995.6
2025-09-03,CUST-406065,SKU-279236,631,60008.1
2025-03-16,CUST-914892,SKU-409834,121,706.64
2024-12-09,CUST-509472,SKU-442635,487,10923.41
2024-02-14,CUST-374157,SKU-888217,918,12484.8
2025-05-11,CUST-406065,SKU-299042,640,20492.8
2024-03-05,CUST-199485,SKU-730587,954,41546.7
2025-11-07,CUST-646694,SKU-177498,284,17309.8
2024-02-23,CUST-103165,SKU-818755,525,26607.0
2024-05-20,CUST-320445,SKU-966676,135,5367.6
2025-11-19,CUST-582618,SKU-253421,408,3904.56
