product_code ,price_zar ,currency ,year
SKU-878      ,    34.66 ,ZAR      ,2024
SKU-878      ,    36.74 ,ZAR      ,2025
SKU-931132   ,     3.33 ,ZAR      ,2024
SKU-931132   ,     3.53 ,ZAR      ,2025
SKU-865878   ,    19.44 ,ZAR      ,2024
SKU-865878   ,    20.61 ,ZAR      ,2025
SKU-122783   ,    30.27 ,ZAR      ,2024
SKU-122783   ,    32.09 ,ZAR      ,2025
SKU-294107   ,    21.64 ,ZAR      ,2024
SKU-294107   ,    22.94 ,ZAR      ,2025
SKU-287036   ,   103.7  ,ZAR      ,2024
SKU-287036   ,   109.92 ,ZAR      ,2025
SKU-111056   ,   110.16 ,ZAR      ,2024
SKU-111056   ,   116.77 ,ZAR      ,2025
SKU-956403   ,    51.5  ,ZAR      ,2024
SKU-956403   ,    54.59 ,ZAR      ,2025
SKU-34656    ,    29.73 ,ZAR      ,2024
SKU-34656    ,    31.51 ,ZAR      ,2025
SKU-484193   ,    18.43 ,ZAR      ,2024
SKU-484193   ,    19.54 ,ZAR      ,2025
SKU-559894   ,    26.36 ,ZAR      ,2024
SKU-559894   ,    27.95 ,ZAR      ,2025
SKU-335319   ,    13.71 ,ZAR      ,2024
SKU-335319   ,    14.53 ,ZAR      ,2025
SKU-22776    ,    93.24 ,ZAR      ,2024
SKU-22776    ,    98.84 ,ZAR      ,2025
SKU-43040    ,    16.13 ,ZAR      ,2024
SKU-43040    ,    17.09 ,ZAR      ,2025
SKU-294554   ,   173.84 ,ZAR      ,2024
SKU-294554   ,   184.27 ,ZAR      ,2025
SKU-833784   ,    18.61 ,ZAR      ,2024
SKU-833784   ,    19.73 ,ZAR      ,2025
SKU-545570   ,    18.03 ,ZAR      ,2024
SKU-545570   ,    19.11 ,ZAR      ,2025
SKU-398496   ,     9.28 ,ZAR      ,2024
SKU-398496   ,     9.83 ,ZAR      ,2025
SKU-912298   ,    34.54 ,ZAR      ,2024
SKU-912298   ,    36.61 ,ZAR      ,2025
SKU-872787   ,    13.87 ,ZAR      ,2024
SKU-872787   ,    14.7  ,ZAR      ,2025
SKU-980961   ,    17.33 ,ZAR      ,2024
SKU-980961   ,    18.37 ,ZAR      ,2025
SKU-927321   ,   112.82 ,ZAR      ,2024
SKU-927321   ,   119.59 ,ZAR      ,2025
SKU-955291   ,   207.32 ,ZAR      ,2024
SKU-955291   ,   219.76 ,ZAR      ,2025
SKU-526452   ,    24.14 ,ZAR      ,2024
SKU-526452   ,    25.59 ,ZAR      ,2025
SKU-148252   ,    34.89 ,ZAR      ,2024
SKU-148252   ,    36.98 ,ZAR      ,2025
SKU-678027   ,    48.57 ,ZAR      ,2024
SKU-678027   ,    51.49 ,ZAR      ,2025
SKU-616804   ,     4.11 ,ZAR      ,2024
SKU-616804   ,     4.35 ,ZAR      ,2025
SKU-767069   ,    79.5  ,ZAR      ,2024
SKU-767069   ,    84.27 ,ZAR      ,2025
SKU-116157   ,    34.14 ,ZAR      ,2024
SKU-116157   ,    36.19 ,ZAR      ,2025
