product_code,product,division,category,brand,variant
SKU-677291,Beef Stewing Karan Beef,Fresh Food,Meat & Poultry,Karan Beef,g
SKU-256872,Washing Powder Omo,Household,Cleaning Supplies,Omo,L
SKU-332262,Margarine Nulaid,Fresh Food,Dairy & Eggs,Nulaid,g
SKU-407895,Washing Powder Omo,Household,Cleaning Supplies,Omo,Pack
SKU-242510,Tomatoes ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-829165,Sweets Pack Cadbury,Grocery Essentials,Snacks & Confectionery,Cadbury,g
SKU-756120,Plain Yoghurt Clover,Fresh Food,Dairy & Eggs,Clover,Each
SKU-828284,Apples ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-824275,Onions Freshmark,Fresh Food,Produce,Freshmark,g
SKU-639418,Chicken Portions Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,kg
SKU-178642,Large Eggs (18) Crystal Valley,Fresh Food,Dairy & Eggs,Crystal Valley,L
SKU-193448,Sweets Pack Beacon,Grocery Essentials,Snacks & Confectionery,Beacon,g
SKU-793328,Bananas ZZ2,Fresh Food,Produce,ZZ2,kg
SKU-580493,Chips Beacon,Grocery Essentials,Snacks & Confectionery,Beacon,Pack
SKU-499762,Seeded Brown Bread Albany,Fresh Food,Bakery,Albany,Each
SKU-108650,Chips Lays,Grocery Essentials,Snacks & Confectionery,Lays,g
SKU-772079,100% Fruit Juice Cappy,Beverages,Drinks & Beverages,Cappy,L
SKU-286883,Sweets Pack Beacon,Grocery Essentials,Snacks & Confectionery,Beacon,g
SKU-818755,Chocolate Slab Lays,Grocery Essentials,Snacks & Confectionery,Lays,Pack
SKU-975655,Cheese Snacks Lays,Grocery Essentials,Snacks & Confectionery,Lays,g
SKU-275810,Tomatoes Freshmark,Fresh Food,Produce,Freshmark,Each
SKU-624817,Orange Squash Cappy,Beverages,Drinks & Beverages,Cappy,ml
SKU-919995,Washing Powder Sunlight,Household,Cleaning Supplies,Sunlight,ml
SKU-502442,Washing Powder Omo,Household,Cleaning Supplies,Omo,ml
SKU-474629,Dishwashing Liquid Omo,Household,Cleaning Supplies,Omo,Pack
SKU-701356,Cola Oros,Beverages,Drinks & Beverages,Oros,L
SKU-111752,Brown Bread Sasko,Fresh Food,Bakery,Sasko,g
SKU-716983,Floor Cleaner Sunlight,Household,Cleaning Supplies,Sunlight,Pack
SKU-884277,Orange Squash Liqui Fruit,Beverages,Drinks & Beverages,Liqui Fruit,ml
SKU-920298,Apples ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-626818,Sweets Pack NikNaks,Grocery Essentials,Snacks & Confectionery,NikNaks,g
SKU-221226,Onions ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-102797,Cheddar Cheese Parmalat,Fresh Food,Dairy & Eggs,Parmalat,L
SKU-846531,Plain Yoghurt Clover,Fresh Food,Dairy & Eggs,Clover,Each
SKU-168733,Bananas Freshmark,Fresh Food,Produce,Freshmark,kg
SKU-484943,Salted Chips Simba,Grocery Essentials,Snacks & Confectionery,Simba,Pack
SKU-985116,Hot Dog Rolls (6pk) Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,Each
SKU-213460,Cola Oros,Beverages,Drinks & Beverages,Oros,Pack
SKU-667809,Sweets Pack Cadbury,Grocery Essentials,Snacks & Confectionery,Cadbury,Each
SKU-484825,100% Fruit Juice Cappy,Beverages,Drinks & Beverages,Cappy,Pack
SKU-791392,Hot Dog Rolls (6pk) Sunbake,Fresh Food,Bakery,Sunbake,Pack
SKU-692585,Orange Squash Oros,Beverages,Drinks & Beverages,Oros,Pack
SKU-674695,Dishwashing Liquid Handy Andy,Household,Cleaning Supplies,Handy Andy,ml
SKU-949067,White Bread Albany,Fresh Food,Bakery,Albany,g
SKU-684353,Bleach Domestos,Household,Cleaning Supplies,Domestos,ml
SKU-477707,Cheese Snacks Lays,Grocery Essentials,Snacks & Confectionery,Lays,g
SKU-241231,Floor Cleaner Omo,Household,Cleaning Supplies,Omo,ml
SKU-534365,Sweets Pack Lays,Grocery Essentials,Snacks & Confectionery,Lays,Each
SKU-738984,Brown Bread Albany,Fresh Food,Bakery,Albany,Pack
SKU-645749,Salted Chips NikNaks,Grocery Essentials,Snacks & Confectionery,NikNaks,Each
SKU-297097,Bleach Handy Andy,Household,Cleaning Supplies,Handy Andy,ml
SKU-812230,Potatoes ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-279906,Chocolate Slab NikNaks,Grocery Essentials,Snacks & Confectionery,NikNaks,Each
SKU-327038,Washing Powder Omo,Household,Cleaning Supplies,Omo,Pack
SKU-429776,Potatoes Nature's Choice,Fresh Food,Produce,Nature's Choice,kg
SKU-954671,Chicken Portions Country Fair,Fresh Food,Meat & Poultry,Country Fair,g
SKU-710528,Flavoured Drink Coca-Cola,Beverages,Drinks & Beverages,Coca-Cola,L
SKU-451465,Washing Powder Handy Andy,Household,Cleaning Supplies,Handy Andy,L
SKU-801567,Bananas Freshmark,Fresh Food,Produce,Freshmark,g
SKU-777317,Cheddar Cheese Nulaid,Fresh Food,Dairy & Eggs,Nulaid,Each
SKU-598905,100% Fruit Juice Liqui Fruit,Beverages,Drinks & Beverages,Liqui Fruit,L
SKU-361029,Boerewors Country Fair,Fresh Food,Meat & Poultry,Country Fair,kg
SKU-438870,Beef Stewing Karan Beef,Fresh Food,Meat & Poultry,Karan Beef,g
SKU-619794,Potatoes Freshmark,Fresh Food,Produce,Freshmark,Each
SKU-607737,Apples ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-528144,Brown Bread Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,Pack
SKU-843736,Tomatoes Freshmark,Fresh Food,Produce,Freshmark,kg
SKU-224567,Large Eggs (18) Danone,Fresh Food,Dairy & Eggs,Danone,Each
SKU-100490,Potatoes Nature's Choice,Fresh Food,Produce,Nature's Choice,Each
SKU-670898,Chicken Portions Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,g
SKU-349228,Apples ZZ2,Fresh Food,Produce,ZZ2,g
SKU-839028,Dishwashing Liquid Handy Andy,Household,Cleaning Supplies,Handy Andy,ml
SKU-970154,Hot Dog Rolls (6pk) Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,g
SKU-221695,Margarine Nulaid,Fresh Food,Dairy & Eggs,Nulaid,ml
SKU-263520,Apples ZZ2,Fresh Food,Produce,ZZ2,kg
SKU-575626,Cheese Snacks Cadbury,Grocery Essentials,Snacks & Confectionery,Cadbury,Each
SKU-331699,Bananas Nature's Choice,Fresh Food,Produce,Nature's Choice,Each
SKU-806421,Brown Bread Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,Each
SKU-807098,Washing Powder Domestos,Household,Cleaning Supplies,Domestos,ml
SKU-885511,Potato Chips Lays,Grocery Essentials,Snacks & Confectionery,Lays,Each
SKU-674487,Chocolate Slab NikNaks,Grocery Essentials,Snacks & Confectionery,NikNaks,g
SKU-340694,Brown Bread Sasko,Fresh Food,Bakery,Sasko,Each
SKU-254689,Plain Yoghurt Danone,Fresh Food,Dairy & Eggs,Danone,L
SKU-683896,Pork Chops Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,g
SKU-129681,Apples Nature's Choice,Fresh Food,Produce,Nature's Choice,g
SKU-569111,Salted Chips Beacon,Grocery Essentials,Snacks & Confectionery,Beacon,Pack
SKU-117542,Boerewors Karan Beef,Fresh Food,Meat & Poultry,Karan Beef,g
SKU-553516,Full Cream Milk Nulaid,Fresh Food,Dairy & Eggs,Nulaid,ml
SKU-920146,Chips Cadbury,Grocery Essentials,Snacks & Confectionery,Cadbury,Each
SKU-550462,Chicken Portions Country Fair,Fresh Food,Meat & Poultry,Country Fair,kg
SKU-161471,Boerewors Country Fair,Fresh Food,Meat & Poultry,Country Fair,kg
SKU-538684,Pork Chops Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,kg
SKU-154152,Cola Oros,Beverages,Drinks & Beverages,Oros,Pack
SKU-474779,Cola Liqui Fruit,Beverages,Drinks & Beverages,Liqui Fruit,Pack
SKU-824428,Low Fat Milk Nulaid,Fresh Food,Dairy & Eggs,Nulaid,L
SKU-221813,Large Eggs (18) Danone,Fresh Food,Dairy & Eggs,Danone,Each
SKU-482027,Orange Squash Liqui Fruit,Beverages,Drinks & Beverages,Liqui Fruit,L
SKU-888759,Bleach Omo,Household,Cleaning Supplies,Omo,ml
SKU-586903,Seeded Brown Bread Albany,Fresh Food,Bakery,Albany,Each
SKU-406399,Cheese Snacks Doritos,Grocery Essentials,Snacks & Confectionery,Doritos,g
SKU-485660,White Bread Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,Pack
SKU-413586,Cheddar Cheese Ladismith,Fresh Food,Dairy & Eggs,Ladismith,Each
SKU-308756,Hot Dog Rolls (6pk) Sasko,Fresh Food,Bakery,Sasko,Pack
SKU-204115,Apples Nature's Choice,Fresh Food,Produce,Nature's Choice,g
SKU-545414,Brown Bread Sunbake,Fresh Food,Bakery,Sunbake,Pack
SKU-604504,Salted Chips Beacon,Grocery Essentials,Snacks & Confectionery,Beacon,g
SKU-518902,White Bread Sasko,Fresh Food,Bakery,Sasko,g
SKU-531792,Pork Chops Karan Beef,Fresh Food,Meat & Poultry,Karan Beef,g
SKU-116475,Apples Freshmark,Fresh Food,Produce,Freshmark,Each
SKU-634830,Pork Chops Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,kg
SKU-224332,Plain Yoghurt Ladismith,Fresh Food,Dairy & Eggs,Ladismith,Each
SKU-753025,Washing Powder Omo,Household,Cleaning Supplies,Omo,L
SKU-359787,Orange Squash Oros,Beverages,Drinks & Beverages,Oros,L
SKU-302529,Orange Squash Liqui Fruit,Beverages,Drinks & Beverages,Liqui Fruit,L
SKU-739314,Large Eggs (18) Ladismith,Fresh Food,Dairy & Eggs,Ladismith,ml
SKU-375684,Chocolate Slab Lays,Grocery Essentials,Snacks & Confectionery,Lays,g
SKU-846830,Chocolate Slab Doritos,Grocery Essentials,Snacks & Confectionery,Doritos,Pack
SKU-175287,Hot Dog Rolls (6pk) Sunbake,Fresh Food,Bakery,Sunbake,g
SKU-946237,Washing Powder Sunlight,Household,Cleaning Supplies,Sunlight,L
SKU-221583,Beef Stewing Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,g
SKU-595716,Pork Chops Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,g
SKU-433514,Brown Bread Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,Pack
SKU-132574,Bleach Domestos,Household,Cleaning Supplies,Domestos,ml
SKU-632339,Seeded Brown Bread Blue Ribbon,Fresh Food,Bakery,Blue Ribbon,Pack
SKU-447687,Potato Chips Simba,Grocery Essentials,Snacks & Confectionery,Simba,Each
SKU-466413,Sweets Pack Lays,Grocery Essentials,Snacks & Confectionery,Lays,Each
SKU-319335,Potatoes Nature's Choice,Fresh Food,Produce,Nature's Choice,g
SKU-152043,Low Fat Milk Crystal Valley,Fresh Food,Dairy & Eggs,Crystal Valley,Each
SKU-675664,Hot Dog Rolls (6pk) Sunbake,Fresh Food,Bakery,Sunbake,g
SKU-273251,Washing Powder Domestos,Household,Cleaning Supplies,Domestos,Pack
SKU-342501,Pork Chops Karan Beef,Fresh Food,Meat & Poultry,Karan Beef,kg
SKU-177498,Cola Oros,Beverages,Drinks & Beverages,Oros,Pack
SKU-279736,Dishwashing Liquid Handy Andy,Household,Cleaning Supplies,Handy Andy,ml
SKU-687182,Tomatoes Nature's Choice,Fresh Food,Produce,Nature's Choice,kg
SKU-351216,Chips Cadbury,Grocery Essentials,Snacks & Confectionery,Cadbury,Each
SKU-161590,Brown Bread Albany,Fresh Food,Bakery,Albany,g
SKU-285754,Beef Stewing Rainbow Chicken,Fresh Food,Meat & Poultry,Rainbow Chicken,kg
SKU-259807,Cheese Snacks Cadbury,Grocery Essentials,Snacks & Confectionery,Cadbury,Each
SKU-121370,Potato Chips Doritos,Grocery Essentials,Snacks & Confectionery,Doritos,Pack
SKU-441475,Plain Yoghurt Parmalat,Fresh Food,Dairy & Eggs,Parmalat,g
SKU-591806,Low Fat Milk Clover,Fresh Food,Dairy & Eggs,Clover,g
SKU-555458,Onions Nature's Choice,Fresh Food,Produce,Nature's Choice,Each
SKU-343186,Floor Cleaner Omo,Household,Cleaning Supplies,Omo,ml
SKU-600826,Large Eggs (18) Nulaid,Fresh Food,Dairy & Eggs,Nulaid,Each
SKU-239453,Potatoes Freshmark,Fresh Food,Produce,Freshmark,g
SKU-925899,Beef Stewing Country Fair,Fresh Food,Meat & Poultry,Country Fair,kg
SKU-152861,Tomatoes ZZ2,Fresh Food,Produce,ZZ2,g
SKU-393273,Cola Cappy,Beverages,Drinks & Beverages,Cappy,Pack
SKU-409834,Potatoes ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-611040,Bleach Sunlight,Household,Cleaning Supplies,Sunlight,Pack
SKU-647665,Chicken Portions Country Fair,Fresh Food,Meat & Poultry,Country Fair,g
SKU-289036,Onions ZZ2,Fresh Food,Produce,ZZ2,Each
SKU-135086,Cheese Snacks NikNaks,Grocery Essentials,Snacks & Confectionery,NikNaks,g
SKU-286085,Tomatoes Nature's Choice,Fresh Food,Produce,Nature's Choice,Each
SKU-487757,Chicken Portions Country Fair,Fresh Food,Meat & Poultry,Country Fair,g
SKU-275745,Tomatoes ZZ2,Fresh Food,Produce,ZZ2,kg
SKU-462657,Plain Yoghurt Ladismith,Fresh Food,Dairy & Eggs,Ladismith,Each
SKU-764787,Brown Bread Sunbake,Fresh Food,Bakery,Sunbake,g
