date,customer_code,product_code,sold_quantity
2026-02-15,CUST674225SA,PROD30434SA,1
2026-01-24,CUST66165SA,PROD799550SA,21
2026-01-30,CUST681113SA,PROD536265SA,22
2026-02-08,CUST869752SA,PROD873294SA,27
2026-01-12,CUST975094SA,PROD597530SA,25
2026-01-18,CUST91884SA,PROD769440SA,11
2026-01-16,CUST660351SA,PROD130394SA,2
2026-01-23,CUST861501SA,PROD113609SA,11
2026-02-04,CUST385709SA,PROD653534SA,21
2026-02-04,CUST473947SA,PROD636745SA,15
2026-02-11,CUST932786SA,PROD651517SA,6
2026-01-25,CUST794068SA,PROD838722SA,18
2026-01-30,CUST221048SA,PROD279766SA,23
2026-02-02,CUST471578SA,PROD641390SA,5
2026-02-17,CUST161630SA,PROD579364SA,10
2026-01-23,CUST572079SA,PROD70674SA,5
2026-01-08,CUST482087SA,PROD677278SA,20
2026-02-02,CUST433121SA,PROD48458SA,19
2026-02-17,CUST314313SA,PROD106851SA,6
2026-02-03,CUST776962SA,PROD563750SA,6
2026-01-28,CUST394976SA,PROD388162SA,7
2026-02-13,CUST617181SA,PROD321080SA,21
2026-02-09,CUST610527SA,PROD651332SA,28
2026-02-04,CUST373023SA,PROD272793SA,17
2026-01-15,CUST253961SA,PROD927082SA,14
2026-02-16,CUST931895SA,PROD454582SA,15
2026-01-18,CUST82868SA,PROD714825SA,30
2026-01-09,CUST244146SA,PROD419066SA,29
2026-01-16,CUST993702SA,PROD63918SA,19
2026-01-11,CUST447080SA,PROD622503SA,21
2026-01-31,CUST488640SA,PROD420172SA,22
2026-01-22,CUST829504SA,PROD604238SA,30
2026-01-26,CUST737880SA,PROD439898SA,26
2026-02-07,CUST886593SA,PROD200845SA,29
2026-01-16,CUST590016SA,PROD839482SA,18
2026-02-13,CUST858729SA,PROD653534SA,23
2026-02-04,CUST579720SA,PROD957860SA,18
2026-01-06,CUST526986SA,PROD287936SA,18
2026-01-29,CUST33958SA,PROD88025SA,13
2026-01-23,CUST683501SA,PROD397382SA,26
2026-01-08,CUST613799SA,PROD398468SA,15
2026-01-06,CUST663121SA,PROD756321SA,11
2026-02-09,CUST759782SA,PROD427398SA,22
2026-02-14,CUST895993SA,PROD826952SA,17
2026-02-04,CUST796483SA,PROD277501SA,10
2026-01-21,CUST106176SA,PROD918938SA,30
2026-01-18,CUST101255SA,PROD874224SA,25
2026-01-27,CUST757065SA,PROD230080SA,18
2026-02-11,CUST229437SA,PROD727369SA,12
2026-02-01,CUST829130SA,PROD638720SA,19
2026-01-04,CUST298768SA,PROD101639SA,7
2026-01-12,CUST222182SA,PROD62535SA,19
2026-02-16,CUST292099SA,PROD796907SA,21
2026-02-01,CUST968355SA,PROD738797SA,18
2026-01-09,CUST318897SA,PROD754717SA,17
2026-01-05,CUST250786SA,PROD742225SA,17
2026-01-20,CUST757273SA,PROD387477SA,9
2026-02-04,CUST450513SA,PROD337960SA,18
2026-01-02,CUST472407SA,PROD908573SA,29
2026-02-07,CUST144247SA,PROD98246SA,3
2026-02-04,CUST411776SA,PROD641390SA,2
2026-02-04,CUST782033SA,PROD803035SA,24
2026-01-10,CUST388712SA,PROD138890SA,17
2026-02-02,CUST918823SA,PROD138205SA,11
2026-01-03,CUST259896SA,PROD393049SA,28
2026-01-02,CUST369412SA,PROD446173SA,21
2026-02-07,CUST856800SA,PROD398382SA,13
2026-01-20,CUST482087SA,PROD227823SA,11
2026-02-02,CUST902075SA,PROD454582SA,26
2026-01-25,CUST628437SA,PROD737135SA,4
2026-01-28,CUST97616SA,PROD13266SA,9
2026-02-04,CUST980143SA,PROD56837SA,5
2026-01-10,CUST952426SA,PROD220392SA,25
2026-02-01,CUST743266SA,PROD45767SA,3
2026-01-16,CUST991101SA,PROD839482SA,1
2026-01-01,CUST974581SA,PROD936021SA,13
2026-02-13,CUST581478SA,PROD599573SA,8
2026-02-17,CUST601334SA,PROD763934SA,23
2026-01-07,CUST378666SA,PROD710219SA,12
2026-01-27,CUST699143SA,PROD914759SA,28
2026-01-22,CUST625185SA,PROD874190SA,25
2026-02-15,CUST916057SA,PROD63156SA,5
2026-01-11,CUST441307SA,PROD52578SA,16
2026-02-04,CUST328930SA,PROD964047SA,19
2026-01-31,CUST523125SA,PROD570913SA,9
2026-01-18,CUST331495SA,PROD719425SA,2
2026-02-16,CUST799281SA,PROD874244SA,26
2026-01-13,CUST816808SA,PROD870914SA,23
2026-02-10,CUST447080SA,PROD645830SA,19
2026-01-18,CUST278095SA,PROD190305SA,23
2026-01-08,CUST231780SA,PROD387477SA,9
2026-01-31,CUST868726SA,PROD618849SA,24
2026-02-08,CUST42210SA,PROD651332SA,18
2026-02-12,CUST563356SA,PROD54615SA,13
2026-02-17,CUST753448SA,PROD612955SA,30
2026-01-31,CUST729988SA,PROD459381SA,10
2026-01-08,CUST401583SA,PROD898348SA,1
2026-01-18,CUST758889SA,PROD316950SA,17
2026-01-17,CUST140913SA,PROD689606SA,19
2026-02-14,CUST58840SA,PROD927082SA,26
2026-01-25,CUST298768SA,PROD349499SA,25
2026-02-09,CUST64664SA,PROD199869SA,29
2026-02-08,CUST533469SA,PROD310636SA,4
2026-01-12,CUST907322SA,PROD995740SA,21
2026-01-30,CUST486462SA,PROD316282SA,8
2026-02-03,CUST845106SA,PROD267729SA,8
2026-01-08,CUST959579SA,PROD769440SA,27
2026-01-28,CUST118710SA,PROD580238SA,26
2026-02-16,CUST57152SA,PROD744261SA,19
2026-02-09,CUST991101SA,PROD829090SA,23
2026-02-14,CUST317543SA,PROD113609SA,2
2026-02-08,CUST670030SA,PROD316950SA,22
2026-01-08,CUST887599SA,PROD477463SA,27
2026-01-25,CUST938347SA,PROD78463SA,18
2026-01-06,CUST222096SA,PROD496564SA,26
2026-01-20,CUST343187SA,PROD785339SA,24
2026-02-07,CUST463516SA,PROD570913SA,30
2026-01-16,CUST907322SA,PROD870914SA,25
2026-01-01,CUST600534SA,PROD843298SA,13
2026-02-01,CUST133096SA,PROD602733SA,14
2026-02-15,CUST942996SA,PROD512311SA,14
2026-02-18,CUST436548SA,PROD442374SA,28
2026-02-01,CUST949860SA,PROD651517SA,10
2026-01-03,CUST991148SA,PROD843298SA,26
2026-01-24,CUST375691SA,PROD947308SA,4
2026-01-12,CUST575914SA,PROD566211SA,22
2026-02-10,CUST314849SA,PROD92337SA,30
2026-01-02,CUST861501SA,PROD900104SA,16
2026-01-31,CUST702371SA,PROD785339SA,4
2026-02-08,CUST593830SA,PROD539131SA,8
2026-02-10,CUST255135SA,PROD803013SA,28
2026-01-22,CUST729884SA,PROD165649SA,22
2026-01-09,CUST565990SA,PROD722858SA,8
2026-01-16,CUST892400SA,PROD839482SA,14
2026-02-15,CUST649253SA,PROD226441SA,6
2026-01-31,CUST205721SA,PROD891014SA,15
2026-01-28,CUST832463SA,PROD825206SA,6
2026-02-06,CUST931230SA,PROD971524SA,25
2026-02-16,CUST200386SA,PROD230283SA,13
2026-01-26,CUST959579SA,PROD996971SA,10
2026-01-18,CUST386251SA,PROD642412SA,13
2026-01-16,CUST138394SA,PROD870914SA,5
2026-01-03,CUST285166SA,PROD461865SA,4
2026-01-10,CUST142239SA,PROD121552SA,6
2026-01-01,CUST558136SA,PROD800581SA,16
2026-02-07,CUST769649SA,PROD240044SA,24
2026-01-10,CUST925321SA,PROD898348SA,15
2026-01-06,CUST17031SA,PROD54615SA,23
2026-02-10,CUST474001SA,PROD984668SA,27
2026-01-14,CUST341716SA,PROD401124SA,6
2026-02-06,CUST401620SA,PROD544173SA,29
2026-01-25,CUST830541SA,PROD232360SA,6
2026-01-24,CUST264679SA,PROD291704SA,28
2026-01-24,CUST315759SA,PROD680776SA,4
2026-01-31,CUST617558SA,PROD778967SA,2
2026-01-05,CUST711444SA,PROD79688SA,9
2026-02-01,CUST496395SA,PROD908959SA,2
2026-01-26,CUST931230SA,PROD398468SA,27
2026-02-17,CUST350905SA,PROD651051SA,22
2026-01-27,CUST965264SA,PROD897004SA,27
2026-01-06,CUST207356SA,PROD893140SA,26
2026-01-30,CUST681113SA,PROD364069SA,15
2026-01-07,CUST754540SA,PROD512340SA,13
2026-01-18,CUST486462SA,PROD666269SA,27
2026-01-23,CUST450513SA,PROD666269SA,26
2026-02-06,CUST796788SA,PROD104555SA,12
2026-01-09,CUST715894SA,PROD512311SA,8
2026-02-01,CUST667090SA,PROD149811SA,27
2026-01-09,CUST597467SA,PROD944986SA,14
2026-01-25,CUST918371SA,PROD757537SA,7
2026-02-18,CUST531958SA,PROD984668SA,2
2026-01-09,CUST27560SA,PROD401124SA,6
2026-01-28,CUST369412SA,PROD995109SA,27
2026-01-01,CUST938397SA,PROD923082SA,10
2026-02-15,CUST328628SA,PROD886827SA,26
2026-01-17,CUST386251SA,PROD106851SA,3
2026-02-03,CUST769649SA,PROD427398SA,3
2026-01-04,CUST154887SA,PROD672642SA,1
2026-02-17,CUST411987SA,PROD397887SA,24
2026-01-26,CUST585066SA,PROD262829SA,21
2026-02-12,CUST8886SA,PROD570913SA,25
2026-02-12,CUST120675SA,PROD512262SA,14
2026-01-15,CUST226130SA,PROD902931SA,9
2026-02-07,CUST380211SA,PROD719425SA,1
2026-02-17,CUST812609SA,PROD398382SA,5
2026-01-22,CUST487648SA,PROD199448SA,17
2026-01-04,CUST834908SA,PROD964047SA,23
2026-01-11,CUST744031SA,PROD259947SA,11
2026-01-09,CUST112214SA,PROD772343SA,10
2026-01-27,CUST473866SA,PROD813373SA,29
2026-02-08,CUST790371SA,PROD840886SA,7
2026-02-17,CUST184654SA,PROD103225SA,16
2026-02-13,CUST395019SA,PROD398468SA,14
2026-01-28,CUST777722SA,PROD117308SA,29
2026-02-08,CUST316528SA,PROD744261SA,12
2026-02-01,CUST436802SA,PROD23005SA,29
2026-02-12,CUST804905SA,PROD279766SA,11
2026-01-21,CUST422842SA,PROD731076SA,21
2026-01-05,CUST108633SA,PROD618849SA,5
2026-02-15,CUST77289SA,PROD936406SA,3
2026-01-09,CUST450513SA,PROD710250SA,17
2026-02-11,CUST178794SA,PROD586075SA,28
2026-01-15,CUST897734SA,PROD512311SA,15
2026-01-04,CUST421818SA,PROD250280SA,21
2026-01-18,CUST724042SA,PROD839482SA,10
2026-02-14,CUST549395SA,PROD836587SA,25
2026-02-09,CUST183594SA,PROD347235SA,28
2026-01-29,CUST82760SA,PROD478975SA,3
2026-01-27,CUST323331SA,PROD468238SA,1
2026-01-24,CUST126124SA,PROD352737SA,18
2026-01-10,CUST597467SA,PROD117308SA,11
2026-01-08,CUST458737SA,PROD291704SA,9
2026-01-28,CUST382746SA,PROD699287SA,27
2026-02-16,CUST824613SA,PROD23005SA,7
2026-02-03,CUST432424SA,PROD597530SA,21
2026-02-09,CUST572079SA,PROD220861SA,16
2026-02-05,CUST513426SA,PROD465230SA,14
2026-01-29,CUST795794SA,PROD524902SA,12
2026-01-05,CUST466732SA,PROD102664SA,28
2026-01-29,CUST261805SA,PROD562275SA,27
2026-02-16,CUST872176SA,PROD250280SA,29
2026-01-10,CUST8574SA,PROD521841SA,1
2026-01-17,CUST148557SA,PROD918938SA,11
2026-01-11,CUST595403SA,PROD155539SA,28
2026-01-25,CUST610981SA,PROD953813SA,26
2026-02-18,CUST928506SA,PROD454582SA,17
2026-01-18,CUST869752SA,PROD238536SA,2
2026-01-13,CUST467773SA,PROD957860SA,6
2026-02-07,CUST655383SA,PROD830555SA,15
2026-01-20,CUST202177SA,PROD418801SA,10
2026-01-08,CUST968355SA,PROD840886SA,7
2026-02-02,CUST649840SA,PROD147594SA,14
2026-01-29,CUST328930SA,PROD636745SA,19
2026-01-01,CUST247231SA,PROD730429SA,20
2026-01-06,CUST544559SA,PROD296578SA,24
2026-01-23,CUST921777SA,PROD700305SA,1
2026-01-01,CUST316528SA,PROD799550SA,28
2026-01-03,CUST97874SA,PROD608093SA,3
2026-01-07,CUST312999SA,PROD435970SA,15
2026-01-12,CUST668169SA,PROD201158SA,21
2026-01-27,CUST401078SA,PROD723846SA,4
2026-01-03,CUST994763SA,PROD232360SA,13
2026-01-23,CUST496520SA,PROD116970SA,26
2026-02-04,CUST887599SA,PROD184171SA,7
2026-02-16,CUST35207SA,PROD971524SA,29
2026-01-02,CUST436774SA,PROD77060SA,13
2026-01-17,CUST411776SA,PROD184171SA,12
2026-01-21,CUST855413SA,PROD796907SA,16
2026-01-01,CUST309898SA,PROD677278SA,24
2026-02-10,CUST279676SA,PROD6182SA,7
2026-01-15,CUST869752SA,PROD77060SA,11
2026-01-12,CUST961438SA,PROD778967SA,13
2026-01-17,CUST77289SA,PROD490785SA,5
2026-02-07,CUST53642SA,PROD199448SA,16
2026-01-04,CUST405674SA,PROD919035SA,8
2026-02-06,CUST713884SA,PROD169430SA,24
2026-01-16,CUST804905SA,PROD26240SA,16
2026-02-08,CUST126124SA,PROD291704SA,30
2026-02-05,CUST441307SA,PROD291704SA,1
2026-01-15,CUST531958SA,PROD992842SA,9
2026-01-29,CUST386251SA,PROD419066SA,6
2026-01-24,CUST431319SA,PROD936021SA,3
2026-01-03,CUST540310SA,PROD579364SA,17
2026-02-08,CUST267508SA,PROD631262SA,16
2026-01-28,CUST667090SA,PROD475763SA,17
2026-01-23,CUST763214SA,PROD382584SA,19
2026-02-03,CUST472230SA,PROD739945SA,30
2026-02-11,CUST931895SA,PROD936406SA,2
2026-01-13,CUST385416SA,PROD117308SA,3
2026-02-02,CUST920607SA,PROD886827SA,17
2026-01-21,CUST405674SA,PROD954851SA,14
2026-01-23,CUST77077SA,PROD652483SA,18
2026-02-17,CUST801280SA,PROD653534SA,28
2026-01-22,CUST430764SA,PROD617024SA,24
2026-01-15,CUST466732SA,PROD627086SA,22
2026-02-17,CUST939394SA,PROD722858SA,18
2026-01-03,CUST379358SA,PROD616113SA,1
2026-02-18,CUST291740SA,PROD78463SA,22
2026-01-07,CUST8574SA,PROD556968SA,24
2026-01-12,CUST9585SA,PROD235552SA,30
2026-02-16,CUST982946SA,PROD45767SA,11
2026-02-12,CUST674225SA,PROD209267SA,7
2026-01-10,CUST855937SA,PROD240174SA,28
2026-02-15,CUST140913SA,PROD687277SA,29
2026-01-18,CUST9585SA,PROD316950SA,25
2026-01-30,CUST518927SA,PROD468238SA,13
2026-01-10,CUST872097SA,PROD723846SA,14
2026-01-02,CUST670030SA,PROD596750SA,10
2026-01-01,CUST34500SA,PROD652878SA,23
2026-01-07,CUST438967SA,PROD388162SA,10
2026-02-16,CUST755303SA,PROD465230SA,23
2026-02-10,CUST326775SA,PROD496564SA,27
2026-01-24,CUST49161SA,PROD710250SA,3
2026-01-30,CUST835012SA,PROD261941SA,10
2026-01-28,CUST55843SA,PROD658765SA,26
2026-01-16,CUST886589SA,PROD936021SA,17
2026-02-13,CUST148557SA,PROD839482SA,24
2026-02-14,CUST709922SA,PROD260247SA,11
2026-01-12,CUST830541SA,PROD720892SA,8
2026-01-25,CUST575914SA,PROD475435SA,14
2026-01-01,CUST599743SA,PROD190305SA,22
2026-01-02,CUST953582SA,PROD703055SA,6
2026-01-27,CUST519886SA,PROD993620SA,6
2026-01-22,CUST938095SA,PROD660021SA,11
2026-01-10,CUST478621SA,PROD740734SA,26
2026-01-28,CUST375691SA,PROD874244SA,25
2026-01-16,CUST97874SA,PROD456732SA,17
2026-02-02,CUST699143SA,PROD853085SA,12
2026-01-21,CUST742287SA,PROD147594SA,28
2026-01-16,CUST738968SA,PROD666269SA,28
2026-02-12,CUST663984SA,PROD321080SA,10
2026-02-01,CUST334827SA,PROD897004SA,13
2026-02-17,CUST425110SA,PROD944986SA,6
2026-02-14,CUST17233SA,PROD803035SA,6
2026-02-09,CUST834328SA,PROD291704SA,23
2026-01-02,CUST323331SA,PROD278258SA,5
2026-02-03,CUST563723SA,PROD653534SA,10
2026-02-16,CUST737623SA,PROD984539SA,15
2026-01-24,CUST949282SA,PROD79688SA,30
2026-02-04,CUST706866SA,PROD722858SA,16
2026-01-31,CUST361551SA,PROD641390SA,24
2026-02-06,CUST311847SA,PROD277501SA,23
2026-01-07,CUST523850SA,PROD77060SA,27
2026-01-20,CUST90400SA,PROD870127SA,16
2026-01-04,CUST388712SA,PROD401124SA,3
2026-01-15,CUST78645SA,PROD48458SA,17
2026-01-24,CUST405674SA,PROD184171SA,27
2026-01-15,CUST734764SA,PROD578856SA,28
2026-02-03,CUST792911SA,PROD741666SA,15
2026-01-23,CUST221686SA,PROD164136SA,10
2026-01-08,CUST6402SA,PROD778967SA,11
2026-01-29,CUST422842SA,PROD759359SA,20
2026-01-26,CUST641599SA,PROD710250SA,26
2026-01-16,CUST804905SA,PROD478634SA,13
2026-02-07,CUST391329SA,PROD838722SA,2
2026-01-04,CUST744007SA,PROD71744SA,29
2026-02-11,CUST496025SA,PROD953813SA,22
2026-02-14,CUST702571SA,PROD190305SA,3
2026-02-12,CUST327704SA,PROD493152SA,6
2026-01-13,CUST278428SA,PROD165649SA,24
2026-02-06,CUST316061SA,PROD138890SA,3
2026-01-28,CUST82857SA,PROD617024SA,24
2026-02-07,CUST872176SA,PROD291704SA,21
2026-01-23,CUST702371SA,PROD103225SA,28
2026-02-13,CUST399226SA,PROD834816SA,25
2026-02-07,CUST804711SA,PROD417479SA,2
2026-02-06,CUST362974SA,PROD974036SA,28
2026-01-12,CUST530108SA,PROD398382SA,10
2026-01-20,CUST45814SA,PROD575898SA,7
2026-02-15,CUST106176SA,PROD71744SA,30
2026-02-12,CUST855413SA,PROD234053SA,4
2026-01-23,CUST603727SA,PROD238536SA,20
2026-01-01,CUST240068SA,PROD226441SA,8
2026-01-20,CUST617181SA,PROD964047SA,16
2026-01-12,CUST252674SA,PROD381913SA,19
2026-02-10,CUST31064SA,PROD442374SA,14
2026-02-09,CUST209505SA,PROD803035SA,14
2026-01-29,CUST806360SA,PROD778967SA,14
2026-01-30,CUST496520SA,PROD846721SA,24
2026-01-22,CUST872176SA,PROD652483SA,15
2026-02-06,CUST534273SA,PROD401124SA,1
2026-01-05,CUST326053SA,PROD570913SA,15
2026-02-05,CUST982946SA,PROD763934SA,11
2026-01-10,CUST962526SA,PROD476786SA,23
2026-01-27,CUST148225SA,PROD570913SA,5
2026-01-08,CUST287892SA,PROD927082SA,3
2026-01-31,CUST441307SA,PROD63156SA,28
2026-01-16,CUST587713SA,PROD250280SA,5
2026-01-25,CUST65306SA,PROD310636SA,5
2026-01-12,CUST298384SA,PROD876638SA,13
2026-02-16,CUST64664SA,PROD779779SA,8
2026-01-02,CUST606007SA,PROD296578SA,12
2026-02-16,CUST871728SA,PROD238536SA,19
2026-01-03,CUST17500SA,PROD666269SA,18
2026-01-04,CUST538179SA,PROD653534SA,3
2026-02-17,CUST615519SA,PROD617457SA,6
2026-02-16,CUST117659SA,PROD836587SA,21
2026-01-03,CUST715894SA,PROD638551SA,2
2026-02-18,CUST309898SA,PROD240044SA,11
2026-02-13,CUST757997SA,PROD597530SA,18
2026-01-04,CUST324065SA,PROD493152SA,22
2026-02-04,CUST861501SA,PROD720892SA,28
2026-01-16,CUST222182SA,PROD747581SA,14
2026-01-31,CUST264679SA,PROD928463SA,15
2026-02-09,CUST572079SA,PROD250280SA,20
2026-01-18,CUST730729SA,PROD796907SA,27
2026-02-01,CUST649253SA,PROD121552SA,20
2026-01-13,CUST778586SA,PROD296578SA,13
2026-02-04,CUST303042SA,PROD651051SA,13
2026-01-17,CUST343187SA,PROD235615SA,29
2026-01-18,CUST773207SA,PROD56837SA,29
2026-02-08,CUST125200SA,PROD891014SA,25
2026-01-04,CUST672324SA,PROD829090SA,17
2026-02-03,CUST853266SA,PROD224643SA,27
2026-01-01,CUST27537SA,PROD232311SA,23
2026-02-13,CUST580096SA,PROD886827SA,29
2026-01-29,CUST71087SA,PROD30434SA,10
2026-02-10,CUST405674SA,PROD62535SA,17
2026-01-22,CUST245517SA,PROD63556SA,10
2026-01-27,CUST882885SA,PROD631262SA,3
2026-01-26,CUST737623SA,PROD957860SA,6
2026-01-30,CUST411776SA,PROD162316SA,26
2026-01-02,CUST852993SA,PROD921406SA,22
2026-01-02,CUST895993SA,PROD563750SA,18
2026-02-04,CUST523125SA,PROD142254SA,29
2026-02-15,CUST316061SA,PROD8491SA,2
2026-02-17,CUST82760SA,PROD6182SA,19
2026-01-25,CUST938095SA,PROD388162SA,27
2026-02-14,CUST583397SA,PROD723846SA,11
2026-01-09,CUST753448SA,PROD654644SA,28
2026-02-04,CUST309898SA,PROD617457SA,14
2026-01-05,CUST338273SA,PROD952538SA,24
2026-02-04,CUST919809SA,PROD928463SA,18
2026-02-04,CUST794068SA,PROD162316SA,18
2026-01-01,CUST188550SA,PROD645830SA,9
2026-02-12,CUST534273SA,PROD829090SA,5
2026-02-14,CUST316528SA,PROD764544SA,9
2026-01-11,CUST799281SA,PROD264742SA,3
2026-02-06,CUST656596SA,PROD623939SA,28
2026-01-13,CUST538179SA,PROD970733SA,29
2026-01-14,CUST601334SA,PROD819182SA,30
2026-01-16,CUST328399SA,PROD248728SA,1
2026-02-08,CUST613799SA,PROD356385SA,17
2026-01-06,CUST421818SA,PROD321080SA,27
2026-02-08,CUST467676SA,PROD722858SA,27
2026-02-09,CUST578870SA,PROD803013SA,26
2026-01-15,CUST64664SA,PROD908573SA,12
2026-01-12,CUST909613SA,PROD89771SA,22
2026-01-20,CUST939394SA,PROD496564SA,17
2026-01-10,CUST473866SA,PROD860394SA,18
2026-01-18,CUST491897SA,PROD616113SA,6
2026-02-17,CUST279676SA,PROD70674SA,20
2026-02-01,CUST829130SA,PROD627086SA,9
2026-01-23,CUST291740SA,PROD8491SA,30
2026-02-14,CUST57152SA,PROD996971SA,5
2026-01-16,CUST106176SA,PROD785339SA,15
2026-01-22,CUST804092SA,PROD703055SA,1
2026-01-22,CUST249736SA,PROD912804SA,18
2026-01-19,CUST599743SA,PROD267729SA,21
2026-02-04,CUST324314SA,PROD815573SA,3
2026-02-02,CUST809676SA,PROD364069SA,28
2026-01-02,CUST125200SA,PROD737135SA,2
2026-01-19,CUST314849SA,PROD1773SA,21
2026-01-16,CUST686594SA,PROD839482SA,23
2026-01-17,CUST889894SA,PROD970733SA,16
2026-02-11,CUST713449SA,PROD633039SA,16
2026-01-22,CUST753504SA,PROD891014SA,13
2026-01-09,CUST895993SA,PROD106851SA,21
2026-02-07,CUST644883SA,PROD799550SA,14
2026-01-08,CUST622665SA,PROD30271SA,19
2026-02-14,CUST928506SA,PROD551640SA,16
2026-01-25,CUST60541SA,PROD48458SA,30
2026-01-14,CUST777722SA,PROD227823SA,20
2026-02-09,CUST680233SA,PROD226441SA,18
2026-01-07,CUST968355SA,PROD534277SA,10
2026-01-16,CUST149005SA,PROD475763SA,12
2026-01-12,CUST112168SA,PROD631262SA,27
2026-02-12,CUST273453SA,PROD893140SA,15
2026-01-09,CUST201603SA,PROD483550SA,25
2026-01-08,CUST147475SA,PROD419066SA,2
2026-01-30,CUST64664SA,PROD393049SA,22
2026-02-04,CUST939394SA,PROD88025SA,20
2026-02-14,CUST980143SA,PROD993795SA,21
2026-02-01,CUST813875SA,PROD347235SA,20
2026-01-17,CUST439605SA,PROD830555SA,18
2026-01-01,CUST154887SA,PROD954851SA,2
2026-01-24,CUST165271SA,PROD95674SA,22
2026-02-11,CUST610981SA,PROD3717SA,3
2026-01-26,CUST472407SA,PROD43860SA,3
2026-01-17,CUST279676SA,PROD512340SA,11
2026-01-27,CUST845619SA,PROD566211SA,23
2026-02-04,CUST96168SA,PROD612955SA,5
2026-02-17,CUST686406SA,PROD601949SA,19
2026-02-04,CUST801280SA,PROD48458SA,12
2026-01-20,CUST994763SA,PROD992842SA,11
2026-01-18,CUST916057SA,PROD606794SA,3
2026-01-21,CUST949282SA,PROD631262SA,10
2026-01-10,CUST153557SA,PROD635770SA,20
2026-02-05,CUST1640SA,PROD582789SA,14
2026-01-23,CUST674225SA,PROD316950SA,2
2026-01-31,CUST768367SA,PROD693300SA,22
2026-01-25,CUST94641SA,PROD838722SA,17
2026-01-30,CUST939394SA,PROD924457SA,21
2026-01-29,CUST540310SA,PROD870127SA,22
2026-01-05,CUST858729SA,PROD521841SA,28
2026-02-11,CUST332061SA,PROD220392SA,26
2026-01-26,CUST791615SA,PROD240174SA,4
2026-01-01,CUST35207SA,PROD92337SA,18
2026-02-08,CUST718119SA,PROD870127SA,26
2026-01-05,CUST78645SA,PROD220392SA,28
2026-02-15,CUST273453SA,PROD898348SA,17
2026-02-01,CUST553081SA,PROD874190SA,2
2026-01-18,CUST17031SA,PROD164136SA,5
2026-01-01,CUST641599SA,PROD660021SA,7
2026-01-17,CUST662423SA,PROD71744SA,5
2026-02-02,CUST601334SA,PROD730429SA,9
2026-01-13,CUST766437SA,PROD914759SA,9
2026-01-02,CUST974581SA,PROD490785SA,28
2026-02-04,CUST96168SA,PROD597530SA,18
2026-01-28,CUST12940SA,PROD622503SA,6
2026-02-13,CUST549787SA,PROD477463SA,15
2026-02-10,CUST314849SA,PROD61324SA,15
2026-01-09,CUST188550SA,PROD381913SA,15
2026-01-14,CUST280329SA,PROD826952SA,10
2026-01-24,CUST253961SA,PROD397382SA,28
2026-02-02,CUST538179SA,PROD45767SA,5
2026-01-24,CUST979981SA,PROD63156SA,21
2026-01-13,CUST807236SA,PROD705511SA,19
2026-01-04,CUST245517SA,PROD908959SA,16
2026-01-09,CUST977689SA,PROD974036SA,18
2026-01-12,CUST590016SA,PROD169430SA,24
2026-02-10,CUST435810SA,PROD277501SA,11
2026-01-06,CUST315344SA,PROD478975SA,18
2026-02-04,CUST138394SA,PROD77060SA,23
2026-01-07,CUST755638SA,PROD117308SA,21
2026-02-09,CUST371496SA,PROD908959SA,29
2026-02-18,CUST737880SA,PROD704318SA,21
2026-01-25,CUST467773SA,PROD162998SA,15
2026-01-01,CUST97874SA,PROD240044SA,29
2026-01-13,CUST443973SA,PROD164136SA,11
2026-01-30,CUST206647SA,PROD459381SA,20
2026-01-10,CUST82857SA,PROD608093SA,19
2026-01-25,CUST588132SA,PROD496564SA,16
2026-01-08,CUST211727SA,PROD677278SA,26
2026-02-09,CUST282507SA,PROD408396SA,4
2026-01-30,CUST12940SA,PROD796907SA,26
2026-01-22,CUST467773SA,PROD78463SA,19
2026-02-15,CUST401078SA,PROD138205SA,24
2026-02-18,CUST658775SA,PROD262829SA,24
2026-01-20,CUST267508SA,PROD465230SA,29
2026-01-22,CUST386831SA,PROD419066SA,16
2026-02-12,CUST998345SA,PROD778967SA,9
2026-02-16,CUST969051SA,PROD62535SA,27
2026-02-15,CUST694093SA,PROD668854SA,4
2026-01-05,CUST658775SA,PROD803013SA,10
2026-02-06,CUST617181SA,PROD8491SA,16
2026-01-20,CUST630193SA,PROD232360SA,19
2026-01-22,CUST888283SA,PROD834816SA,9
2026-01-29,CUST498733SA,PROD651332SA,9
2026-01-31,CUST565990SA,PROD870914SA,24
2026-01-30,CUST211727SA,PROD731076SA,13
2026-02-05,CUST31064SA,PROD331535SA,16
2026-02-09,CUST77077SA,PROD277501SA,25
2026-02-09,CUST988052SA,PROD597530SA,6
2026-02-04,CUST279676SA,PROD992842SA,15
2026-01-22,CUST921777SA,PROD958449SA,26
2026-02-16,CUST599743SA,PROD750800SA,8
2026-02-14,CUST760053SA,PROD102664SA,1
2026-01-29,CUST90581SA,PROD596750SA,2
2026-01-06,CUST459507SA,PROD608093SA,25
2026-02-11,CUST677273SA,PROD199312SA,25
2026-01-18,CUST103396SA,PROD465230SA,8
2026-02-05,CUST136074SA,PROD277501SA,10
2026-01-18,CUST361551SA,PROD936021SA,7
2026-02-14,CUST407286SA,PROD870914SA,19
2026-01-05,CUST841134SA,PROD635770SA,9
2026-02-02,CUST16495SA,PROD599573SA,24
2026-01-24,CUST324960SA,PROD905997SA,27
2026-02-16,CUST343187SA,PROD77060SA,16
